WN18RR, _hypernym_WN18_generic_PPO_simple_embedding_100
([('02851099', '¬_derivationally_related_form', '01130169'), ('01130169', '_derivationally_related_form', '04192858'), ('04192858', '_hypernym', '04014297')], '04014297')
([('15127507', '¬_has_part', '15127307'), ('15127307', '_instance_hypernym', '15247518'), ('15247518', '_hypernym', '15116283')], '15247518')
([('06250061', '_synset_domain_topic_of', '06159473'), ('06159473', '¬_synset_domain_topic_of', '06250597'), ('06250597', '_hypernym', '05943300')], '05943300')
([('13780719', 'NO_OP', '13780719'), ('13780719', '¬_derivationally_related_form', '00031921'), ('00031921', '¬_derivationally_related_form', '13812607')], '00031921')
([('08773880', '¬_member_meronym', '08304135'), ('08304135', '_member_meronym', '08770718'), ('08770718', '_instance_hypernym', '08524735')], '08524735')
([('12261808', '¬_member_meronym', '12260593'), ('12260593', '_member_meronym', '12260799'), ('12260799', '¬_hypernym', '12261571')], '12260799')
([('01950195', '¬_member_meronym', '01941670'), ('01941670', '_member_meronym', '01954202'), ('01954202', '_hypernym', '08103777')], '08103777')
([('00874175', '¬_verb_group', '00901103'), ('00901103', '_hypernym', '00831651'), ('00831651', '¬_hypernym', '00967098')], '00831651')
([('12261808', 'NO_OP', '12261808'), ('12261808', '¬_member_meronym', '12260593'), ('12260593', '_member_meronym', '12260799')], '12260799')
([('13660619', '¬_derivationally_related_form', '13651520'), ('13651520', '¬_derivationally_related_form', '13660337'), ('13660337', '_hypernym', '13649626')], '13649626')
([('02507863', '¬_member_meronym', '02507337'), ('02507337', '_member_meronym', '02509694'), ('02509694', '_hypernym', '01864707')], '01864707')
([('02499990', '¬_member_meronym', '02496576'), ('02496576', '_member_meronym', '02498355'), ('02498355', '_hypernym', '01862557')], '01862557')
([('02649218', '¬_member_meronym', '02649082'), ('02649082', '¬_member_meronym', '02648456'), ('02648456', '_member_meronym', '02648625')], '02648625')
([('01455184', '_derivationally_related_form', '03281145'), ('03281145', '_derivationally_related_form', '01974062'), ('01974062', '_derivationally_related_form', '07370671')], '01974062')
([('12113471', '¬_member_meronym', '12100538'), ('12100538', '_member_meronym', '12141037'), ('12141037', '_hypernym', '11556857')], '11556857')
([('02419515', '¬_member_meronym', '02400139'), ('02400139', '_member_meronym', '02422561'), ('02422561', '_hypernym', '01864707')], '01864707')
([('15126361', '¬_has_part', '15126175'), ('15126175', '_has_part', '15126595'), ('15126595', '_instance_hypernym', '15247518')], '15247518')
([('05806623', 'NO_OP', '05806623'), ('05806623', '¬_derivationally_related_form', '00588221'), ('00588221', '¬_derivationally_related_form', '05805475')], '05805475')
([('05783940', '_derivationally_related_form', '00112628'), ('00112628', '¬_derivationally_related_form', '05774129'), ('05774129', '_hypernym', '05772356')], '05772356')
([('10603959', 'NO_OP', '10603959'), ('10603959', '_synset_domain_topic_of', '00015388'), ('00015388', '_hypernym', '00004475')], '00004475')
([('01737197', '¬_member_meronym', '01726960'), ('01726960', '_member_meronym', '01728445'), ('01728445', '_hypernym', '01657723')], '01657723')
([('01034312', '¬_derivationally_related_form', '07138085'), ('07138085', '¬_derivationally_related_form', '01033527'), ('01033527', '¬_derivationally_related_form', '07138085')], '01033527')
([('10812800', 'NO_OP', '10812800'), ('10812800', '¬_member_of_domain_region', '09002814'), ('09002814', '_member_of_domain_region', '09987239')], '09987239')
([('02509405', '¬_member_meronym', '02507337'), ('02507337', '_member_meronym', '02509694'), ('02509694', '_hypernym', '01864707')], '01864707')
([('09073258', '¬_has_part', '09071690'), ('09071690', '_has_part', '09074140'), ('09074140', '_instance_hypernym', '08524735')], '08524735')
([('12543455', '¬_member_meronym', '12542649'), ('12542649', '_member_meronym', '12542910'), ('12542910', '¬_hypernym', '12543455')], '12542910')
([('08766846', '¬_has_part', '08765890'), ('08765890', '_has_part', '08766455'), ('08766455', '_instance_hypernym', '08524735')], '08524735')
([('02753044', '_hypernym', '03834604'), ('03834604', '¬_hypernym', '03553248'), ('03553248', '_hypernym', '02866578')], '02866578')
([('01913707', '_derivationally_related_form', '13534274'), ('13534274', 'NO_OP', '13534274'), ('13534274', '_derivationally_related_form', '01457954')], '01457954')
([('12662223', '¬_member_meronym', '12660009'), ('12660009', '_member_meronym', '12663554'), ('12663554', '_hypernym', '11579418')], '11579418')
([('12844220', '¬_member_meronym', '12838027'), ('12838027', '_member_meronym', '12848343'), ('12848343', '_hypernym', '11579418')], '11579418')
([('04392526', '¬_has_part', '02757462'), ('02757462', '_hypernym', '03278248'), ('03278248', 'NO_OP', '03278248')], '03278248')
([('00208797', '¬_derivationally_related_form', '02401809'), ('02401809', '¬_derivationally_related_form', '00206927'), ('00206927', '_derivationally_related_form', '01468576')], '00206927')
([('00948707', '¬_derivationally_related_form', '00653388'), ('00653388', '_hypernym', '00634586'), ('00634586', '_derivationally_related_form', '00948071')], '00948071')
([('11975482', '¬_member_meronym', '11911591'), ('11911591', '_member_meronym', '11984397'), ('11984397', '_hypernym', '11579418')], '11579418')
([('01071474', '¬_verb_group', '01071632'), ('01071632', '_hypernym', '00742320'), ('00742320', 'NO_OP', '00742320')], '00742320')
([('13019017', '¬_member_meronym', '12998349'), ('12998349', '_member_meronym', '13070003'), ('13070003', '_hypernym', '11590783')], '11590783')
([('08798195', '¬_has_part', '08797840'), ('08797840', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '09096664')], '08524735')
([('00015303', '_derivationally_related_form', '00858377'), ('00858377', '_derivationally_related_form', '00015498'), ('00015498', 'NO_OP', '00015498')], '00015498')
([('01682234', '_synset_domain_topic_of', '00714944'), ('00714944', '¬_synset_domain_topic_of', '01682039'), ('01682039', 'NO_OP', '01682039')], '01682039')
([('08678253', '¬_has_part', '09198106'), ('09198106', '_has_part', '08567072'), ('08567072', '_instance_hypernym', '08574314')], '08574314')
([('01703341', '¬_member_meronym', '01702623'), ('01702623', 'NO_OP', '01702623'), ('01702623', '_hypernym', '01342529')], '01342529')
([('08751494', '¬_has_part', '08751317'), ('08751317', '_has_part', '08752021'), ('08752021', '_instance_hypernym', '08544813')], '08544813')
([('02597173', '¬_member_meronym', '02593863'), ('02593863', '_member_meronym', '02595217'), ('02595217', '_hypernym', '01432517')], '01432517')
([('12911079', '¬_member_meronym', '12910141'), ('12910141', '_member_meronym', '12910285'), ('12910285', '¬_hypernym', '12911440')], '12910285')
([('04114069', '¬_has_part', '02862048'), ('02862048', '_has_part', '04259468'), ('04259468', '_hypernym', '02740764')], '02740764')
([('05484862', 'NO_OP', '05484862'), ('05484862', '_has_part', '05484711'), ('05484711', '_hypernym', '05329735')], '05329735')
([('00033852', '¬_derivationally_related_form', '06877849'), ('06877849', '_derivationally_related_form', '00032981'), ('00032981', '¬_hypernym', '00033852')], '00032981')
([('11990804', '¬_member_meronym', '11911591'), ('11911591', '_member_meronym', '11984854'), ('11984854', '_hypernym', '11579418')], '11579418')
([('12807773', '¬_member_meronym', '12806455'), ('12806455', '_member_meronym', '12806732'), ('12806732', '¬_hypernym', '12807409')], '12806732')
([('09073697', '_instance_hypernym', '08638442'), ('08638442', '¬_instance_hypernym', '09073258'), ('09073258', '_instance_hypernym', '08524735')], '08524735')
([('01752889', '¬_member_meronym', '01751979'), ('01751979', '_member_meronym', '01752433'), ('01752433', '_hypernym', '01657723')], '01657723')
([('08133855', '¬_has_part', '08133536'), ('08133536', '_has_part', '08124256'), ('08124256', '_hypernym', '08337324')], '08337324')
([('12901264', '¬_member_meronym', '12900148'), ('12900148', '_member_meronym', '12900462'), ('12900462', '_hypernym', '13112664')], '12900462')
([('01390287', '¬_member_meronym', '01389875'), ('01389875', '_hypernym', '08103777'), ('08103777', '¬_hypernym', '02471072')], '08103777')
([('06399631', '¬_has_part', '06390805'), ('06390805', '_hypernym', '06365467'), ('06365467', '¬_hypernym', '06387980')], '06365467')
([('02702120', '¬_derivationally_related_form', '06210363'), ('06210363', '_derivationally_related_form', '02611373'), ('02611373', '_also_see', '01116585')], '01116585')
([('00539951', '_has_part', '00541035'), ('00541035', '_hypernym', '00539121'), ('00539121', '¬_hypernym', '00540895')], '00539121')
([('11969410', '¬_member_meronym', '11911591'), ('11911591', '_member_meronym', '12030479'), ('12030479', '_hypernym', '11579418')], '11579418')
([('12783996', '¬_member_meronym', '12778926'), ('12778926', '_member_meronym', '12781659'), ('12781659', '_hypernym', '11562747')], '11562747')
([('15211484', 'NO_OP', '15211484'), ('15211484', '¬_has_part', '15174218'), ('15174218', '_has_part', '15209706')], '15209706')
([('02627532', '¬_member_meronym', '02626590'), ('02626590', '_member_meronym', '02626762'), ('02626762', '_hypernym', '02623445')], '02626762')
([('11726925', '¬_member_meronym', '11719468'), ('11719468', '_member_meronym', '11729315'), ('11729315', '_hypernym', '11571907')], '11571907')
([('01139104', '¬_derivationally_related_form', '13343526'), ('13343526', '¬_derivationally_related_form', '01155687'), ('01155687', '_verb_group', '01156115')], '01155687')
([('05331171', 'NO_OP', '05331171'), ('05331171', '_has_part', '05491308'), ('05491308', '_hypernym', '05329735')], '05329735')
([('13628761', '_has_part', '13628056'), ('13628056', '_hypernym', '13601596'), ('13601596', '¬_hypernym', '13630213')], '13601596')
([('12668732', '¬_member_meronym', '12660009'), ('12660009', '_member_meronym', '12670172'), ('12670172', '_hypernym', '11579418')], '11579418')
([('13236354', '¬_member_meronym', '13233012'), ('13233012', '_member_meronym', '13239471'), ('13239471', '_hypernym', '11567411')], '11567411')
([('10828573', '_instance_hypernym', '10547145'), ('10547145', '¬_instance_hypernym', '11073061'), ('11073061', '_instance_hypernym', '10022111')], '10022111')
([('12133332', '¬_member_meronym', '12100538'), ('12100538', '_member_meronym', '12109189'), ('12109189', '_hypernym', '11556857')], '11556857')
([('01651059', '¬_member_meronym', '01650509'), ('01650509', '_member_meronym', '01650901'), ('01650901', '_hypernym', '01650167')], '01650167')
([('08798195', '¬_has_part', '08797840'), ('08797840', 'NO_OP', '08797840'), ('08797840', '_instance_hypernym', '08524735')], '08524735')
([('02502085', '¬_member_meronym', '01886220'), ('01886220', '_member_meronym', '02323186'), ('02323186', '_hypernym', '01342529')], '01342529')
([('00478262', '¬_synset_domain_topic_of', '00137279'), ('00137279', '_synset_domain_topic_of', '00468480'), ('00468480', '¬_synset_domain_topic_of', '01406684')], '00468480')
([('12729521', '¬_member_meronym', '12724201'), ('12724201', '_member_meronym', '12728864'), ('12728864', '_hypernym', '12724942')], '12724942')
([('02437825', '¬_member_meronym', '02436813'), ('02436813', '_member_meronym', '02438452'), ('02438452', '_hypernym', '01864707')], '01864707')
([('08563180', '_has_part', '08563478'), ('08563478', '_instance_hypernym', '08574314'), ('08574314', '¬_instance_hypernym', '08503238')], '08574314')
([('01703195', '_synset_domain_topic_of', '07092592'), ('07092592', '¬_derivationally_related_form', '01702514'), ('01702514', '¬_derivationally_related_form', '07093603')], '01702514')
([('12591523', '¬_member_meronym', '12581381'), ('12581381', '_member_meronym', '12587366'), ('12587366', '_hypernym', '11556857')], '11556857')
([('12407890', '¬_member_meronym', '12405209'), ('12405209', '_member_meronym', '12405714'), ('12405714', '¬_hypernym', '12406304')], '12405714')
([('00601043', 'NO_OP', '00601043'), ('00601043', '_derivationally_related_form', '05704266'), ('05704266', '¬_derivationally_related_form', '00722232')], '00722232')
([('01674850', '¬_member_meronym', '01673668'), ('01673668', '_member_meronym', '01690703'), ('01690703', '_hypernym', '01656813')], '01656813')
([('08132323', '¬_has_part', '08131530'), ('08131530', '_has_part', '08341330'), ('08341330', '_hypernym', '08337324')], '08337324')
([('06836822', '¬_member_meronym', '06498569'), ('06498569', '_has_part', '06838975'), ('06838975', '_hypernym', '06828818')], '06828818')
([('01610226', '¬_member_meronym', '01609549'), ('01609549', '_member_meronym', '01609751'), ('01609751', 'NO_OP', '01609751')], '01609751')
([('12063887', '¬_member_meronym', '12039743'), ('12039743', '_member_meronym', '12043248'), ('12043248', '_hypernym', '11556857')], '11556857')
([('02284544', '_synset_domain_topic_of', '01099436'), ('01099436', '¬_derivationally_related_form', '02271137'), ('02271137', '¬_hypernym', '02272090')], '02271137')
([('05483890', '_has_part', '05484862'), ('05484862', '_hypernym', '05329735'), ('05329735', '¬_hypernym', '05484355')], '05329735')
([('08964474', 'NO_OP', '08964474'), ('08964474', '¬_has_part', '08964099'), ('08964099', '_instance_hypernym', '08552138')], '08552138')
([('01416354', 'NO_OP', '01416354'), ('01416354', '_member_meronym', '01418237'), ('01418237', '_hypernym', '08103777')], '08103777')
([('03916470', '_derivationally_related_form', '00043480'), ('00043480', '_derivationally_related_form', '03916031'), ('03916031', '¬_derivationally_related_form', '00043480')], '03916031')
([('10815648', '_instance_hypernym', '10705615'), ('10705615', '¬_hypernym', '10022111'), ('10022111', '¬_instance_hypernym', '11086774')], '10022111')
([('01699539', '_synset_domain_topic_of', '00929718'), ('00929718', '¬_synset_domain_topic_of', '01699172'), ('01699172', '_hypernym', '01698271')], '01698271')
([('12059851', '¬_member_meronym', '12039743'), ('12039743', '_member_meronym', '12076381'), ('12076381', '_hypernym', '11556857')], '11556857')
([('06825273', 'NO_OP', '06825273'), ('06825273', '_member_meronym', '06825399'), ('06825399', '_hypernym', '06825120')], '06825120')
([('05034225', '¬_derivationally_related_form', '01824244'), ('01824244', '¬_also_see', '01825671'), ('01825671', '_derivationally_related_form', '05190804')], '05190804')
([('01308381', '¬_also_see', '01494310'), ('01494310', '¬_hypernym', '01546768'), ('01546768', '_verb_group', '01546111')], '01494310')
([('01789064', '¬_member_meronym', '01502262'), ('01502262', '_member_meronym', '01620967'), ('01620967', '_hypernym', '01342529')], '01342529')
([('07169848', '_derivationally_related_form', '00751567'), ('00751567', '¬_derivationally_related_form', '07168131'), ('07168131', '_derivationally_related_form', '02587084')], '07168131')
([('12913352', '¬_member_meronym', '12892226'), ('12892226', '_member_meronym', '12912105'), ('12912105', '_hypernym', '11579418')], '11579418')
([('08357258', 'NO_OP', '08357258'), ('08357258', '¬_member_meronym', '08456727'), ('08456727', '_hypernym', '08357784')], '08357784')
([('04566561', '_hypernym', '04170037'), ('04170037', '¬_hypernym', '04062807'), ('04062807', '_hypernym', '03764276')], '03764276')
([('11083064', '_instance_hypernym', '09921792'), ('09921792', '¬_instance_hypernym', '11073061'), ('11073061', '_instance_hypernym', '10547145')], '10547145')
([('06440663', '¬_has_part', '06452601'), ('06452601', '_has_part', '06438748'), ('06438748', '_instance_hypernym', '06394865')], '06394865')
([('02027730', '¬_member_meronym', '02025530'), ('02025530', '_member_meronym', '02030442'), ('02030442', '_hypernym', '01507175')], '01507175')
([('01656576', '¬_member_meronym', '01655577'), ('01655577', '_member_meronym', '01656078'), ('01656078', '_hypernym', '01342529')], '01342529')
([('02792305', '_derivationally_related_form', '01670315'), ('01670315', '_derivationally_related_form', '02955540'), ('02955540', '_hypernym', '04295081')], '02955540')
([('00907930', '_derivationally_related_form', '10776339'), ('10776339', '_derivationally_related_form', '00909573'), ('00909573', '_hypernym', '00907147')], '00907147')
([('14628119', '_hypernym', '14627820'), ('14627820', '¬_hypernym', '14628307'), ('14628307', '_hypernym', '15011987')], '15011987')
([('01774918', '¬_member_meronym', '01771966'), ('01771966', '_member_meronym', '01774595'), ('01774595', '_hypernym', '01759182')], '01759182')
([('12833793', '¬_member_meronym', '12829099'), ('12829099', '_member_meronym', '12830080'), ('12830080', '_hypernym', '11579418')], '11579418')
([('12255086', '¬_member_meronym', '12252620'), ('12252620', '_member_meronym', '12254478'), ('12254478', '_hypernym', '11575425')], '11575425')
([('08028148', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08040008')], '08392137')
([('00056334', '_derivationally_related_form', '00849982'), ('00849982', '_derivationally_related_form', '00055142'), ('00055142', '¬_derivationally_related_form', '13550318')], '00055142')
([('07648267', '¬_has_part', '07644382'), ('07644382', '_has_part', '07647870'), ('07647870', '_hypernym', '07578363')], '07578363')
([('00119266', '¬_derivationally_related_form', '13560079'), ('13560079', '_hypernym', '13477023'), ('13477023', '_derivationally_related_form', '00251064')], '00251064')
([('02423787', '¬_member_meronym', '02400139'), ('02400139', '_member_meronym', '02427958'), ('02427958', '_hypernym', '01864707')], '01864707')
([('09026360', '¬_has_part', '09023321'), ('09023321', '_has_part', '09027089'), ('09027089', '_instance_hypernym', '08524735')], '08524735')
([('02039942', '¬_member_meronym', '02022135'), ('02022135', '_member_meronym', '02023133'), ('02023133', '_hypernym', '01504437')], '01504437')
([('08973330', '¬_has_part', '09189411'), ('09189411', '_has_part', '09031233'), ('09031233', '_instance_hypernym', '08698379')], '08698379')
([('01322223', 'NO_OP', '01322223'), ('01322223', '_verb_group', '01321895'), ('01321895', '_hypernym', '01256600')], '01256600')
([('08728066', '¬_has_part', '08723006'), ('08723006', '_has_part', '08727396'), ('08727396', '_instance_hypernym', '08524735')], '08524735')
([('10618342', '¬_hypernym', '10134001'), ('10134001', '_hypernym', '10179291'), ('10179291', '_hypernym', '09820263')], '09820263')
([('13628056', '_has_part', '13627516'), ('13627516', 'NO_OP', '13627516'), ('13627516', '_hypernym', '13601596')], '13601596')
([('02693070', '_has_part', '04120842'), ('04120842', 'NO_OP', '04120842'), ('04120842', '¬_has_part', '02687992')], '02687992')
([('07233996', '¬_derivationally_related_form', '00865958'), ('00865958', '¬_derivationally_related_form', '07233634'), ('07233634', 'NO_OP', '07233634')], '07233634')
([('08893223', 'NO_OP', '08893223'), ('08893223', '_has_part', '08894319'), ('08894319', '_instance_hypernym', '09203827')], '09203827')
([('12201761', '¬_member_meronym', '12194776'), ('12194776', '_member_meronym', '12197211'), ('12197211', '_hypernym', '11575425')], '11575425')
([('05284851', '¬_has_part', '05273822'), ('05273822', '_hypernym', '05269901'), ('05269901', '_has_part', '05472032')], '05269901')
([('11898079', '¬_member_meronym', '11867525'), ('11867525', '_member_meronym', '11871294'), ('11871294', '_hypernym', '11575425')], '11575425')
([('12419592', '¬_member_meronym', '12418680'), ('12418680', '_member_meronym', '12419217'), ('12419217', '_hypernym', '11561228')], '11561228')
([('13627810', '¬_has_part', '13628419'), ('13628419', '_hypernym', '13601596'), ('13601596', '¬_hypernym', '13628419')], '13601596')
([('08956574', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08714966'), ('08714966', '_instance_hypernym', '08524735')], '08524735')
([('02416751', '_verb_group', '02416278'), ('02416278', '¬_derivationally_related_form', '01205156'), ('01205156', 'NO_OP', '01205156')], '02416278')
([('03006626', '¬_has_part', '02775483'), ('02775483', '_hypernym', '03945615'), ('03945615', '¬_hypernym', '03006626')], '03945615')
([('09038990', '¬_has_part', '08913434'), ('08913434', '_has_part', '08918248'), ('08918248', '_instance_hypernym', '08574314')], '08574314')
([('04459610', 'NO_OP', '04459610'), ('04459610', '¬_hypernym', '04414476'), ('04414476', '_hypernym', '03309808')], '03309808')
([('08983742', '¬_member_meronym', '08304135'), ('08304135', '_member_meronym', '08770718'), ('08770718', '_instance_hypernym', '08524735')], '08524735')
([('00821765', '_verb_group', '00821580'), ('00821580', '_hypernym', '00820976'), ('00820976', '_derivationally_related_form', '06649915')], '00820976')
([('04418818', '¬_has_part', '04417809'), ('04417809', '_has_part', '04296562'), ('04296562', '¬_hypernym', '03773268')], '04296562')
([('04895246', '_derivationally_related_form', '02464693'), ('02464693', '¬_derivationally_related_form', '04668819'), ('04668819', '_hypernym', '04616059')], '04616059')
([('11667562', '_member_meronym', '12410381'), ('12410381', '_hypernym', '08103777'), ('08103777', '¬_hypernym', '11664929')], '08103777')
([('13077295', '_derivationally_related_form', '00210738'), ('00210738', '¬_derivationally_related_form', '13077033'), ('13077033', '_hypernym', '12992868')], '12992868')
([('08129883', '_has_part', '08130292'), ('08130292', 'NO_OP', '08130292'), ('08130292', '_hypernym', '08337324')], '08337324')
([('13238178', '¬_member_meronym', '13233012'), ('13233012', '_member_meronym', '13237343'), ('13237343', '_hypernym', '11567411')], '11567411')
([('02289177', '¬_member_meronym', '02288473'), ('02288473', '_member_meronym', '02290153'), ('02290153', '_hypernym', '01762525')], '01762525')
([('12054902', '¬_member_meronym', '12039743'), ('12039743', '_member_meronym', '12085469'), ('12085469', '_hypernym', '11556857')], '11556857')
([('02237868', '¬_member_meronym', '02237730'), ('02237730', '¬_member_meronym', '02237239'), ('02237239', '_member_meronym', '02237581')], '02237581')
([('01380489', '¬_member_meronym', '01379636'), ('01379636', '_member_meronym', '01380902'), ('01380902', '_hypernym', '01352574')], '01352574')
([('00580370', '¬_derivationally_related_form', '01533442'), ('01533442', '¬_verb_group', '01532434'), ('01532434', '¬_derivationally_related_form', '00251013')], '00251013')
([('04328329', '_has_part', '02714535'), ('02714535', '¬_has_part', '04540761'), ('04540761', '¬_has_part', '04540547')], '04540547')
([('12082764', '¬_member_meronym', '12039743'), ('12039743', '_member_meronym', '12082357'), ('12082357', '_hypernym', '11556857')], '11556857')
([('03679986', '¬_derivationally_related_form', '01487311'), ('01487311', '¬_derivationally_related_form', '04571088'), ('04571088', '¬_hypernym', '02860239')], '04571088')
([('06088995', 'NO_OP', '06088995'), ('06088995', '_synset_domain_topic_of', '06084469'), ('06084469', '¬_synset_domain_topic_of', '13547199')], '06084469')
([('08033454', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08013845'), ('08013845', '_instance_hypernym', '08392137')], '08392137')
([('13555775', '¬_derivationally_related_form', '00074038'), ('00074038', '¬_derivationally_related_form', '13459088'), ('13459088', '_derivationally_related_form', '00074038')], '13459088')
([('01156115', '¬_derivationally_related_form', '00430140'), ('00430140', '¬_derivationally_related_form', '01155687'), ('01155687', '_derivationally_related_form', '09851876')], '01155687')
([('08563180', '_has_part', '09048127'), ('09048127', '_instance_hypernym', '08574314'), ('08574314', '¬_instance_hypernym', '08830720')], '08574314')
([('03792334', '¬_has_part', '02799593'), ('02799593', '_has_part', '02797881'), ('02797881', '_hypernym', '02799897')], '02799897')
([('10321126', '_derivationally_related_form', '02446660'), ('02446660', '_derivationally_related_form', '09983572'), ('09983572', '¬_derivationally_related_form', '02446660')], '09983572')
([('12721357', '¬_member_meronym', '12720532'), ('12720532', '_member_meronym', '12720893'), ('12720893', '_hypernym', '11585340')], '11585340')
([('12875861', '¬_member_meronym', '12874996'), ('12874996', '_member_meronym', '12875269'), ('12875269', '_hypernym', '12205694')], '12205694')
([('00884540', '_derivationally_related_form', '07227772'), ('07227772', '_derivationally_related_form', '00884011'), ('00884011', '¬_derivationally_related_form', '07227772')], '00884011')
([('03054605', '_has_part', '03390327'), ('03390327', '_hypernym', '02866578'), ('02866578', 'NO_OP', '02866578')], '02866578')
([('12787007', '¬_member_meronym', '12618942'), ('12618942', '_member_meronym', '12806270'), ('12806270', '_hypernym', '11566682')], '11566682')
([('08925700', '¬_has_part', '08921850'), ('08921850', '_has_part', '08923884'), ('08923884', '_instance_hypernym', '08524735')], '08524735')
([('11085924', '_instance_hypernym', '09798811'), ('09798811', '¬_instance_hypernym', '11078982'), ('11078982', '_instance_hypernym', '10547145')], '10547145')
([('13771828', '¬_derivationally_related_form', '13901585'), ('13901585', '_derivationally_related_form', '13771828'), ('13771828', '¬_derivationally_related_form', '13771404')], '13771404')
([('12220247', '¬_member_meronym', '12213635'), ('12213635', '_member_meronym', '12214245'), ('12214245', '_hypernym', '11567411')], '11567411')
([('15145171', '¬_has_part', '15140405'), ('15140405', '_has_part', '15144371'), ('15144371', '¬_hypernym', '15152817')], '15144371')
([('01955508', '_derivationally_related_form', '00121645'), ('00121645', '_derivationally_related_form', '01955508'), ('01955508', '¬_also_see', '01950798')], '01950798')
([('01575270', '¬_member_meronym', '01571578'), ('01571578', '_member_meronym', '01574671'), ('01574671', '_hypernym', '01507175')], '01507175')
([('10900730', '_instance_hypernym', '10191943'), ('10191943', '¬_instance_hypernym', '11117744'), ('11117744', '_instance_hypernym', '10794014')], '10794014')
([('01497878', '¬_member_meronym', '01496617'), ('01496617', '_member_meronym', '01496944'), ('01496944', '_hypernym', '01429349')], '01429349')
([('11073061', '_instance_hypernym', '09921792'), ('09921792', '¬_instance_hypernym', '11086774'), ('11086774', '_instance_hypernym', '10022111')], '10022111')
([('11078982', '_synset_domain_topic_of', '06453849'), ('06453849', '¬_synset_domain_topic_of', '11085924'), ('11085924', '_instance_hypernym', '10547145')], '10547145')
([('12010021', '¬_member_meronym', '11911591'), ('11911591', '_member_meronym', '11984397'), ('11984397', '_hypernym', '11579418')], '11579418')
([('11709205', '¬_member_meronym', '11708442'), ('11708442', '_member_meronym', '11708658'), ('11708658', '¬_member_meronym', '11708442')], '11708658')
([('01848976', '¬_member_meronym', '01847565'), ('01847565', '_member_meronym', '01848648'), ('01848648', '_hypernym', '01846331')], '01846331')
([('12061614', '¬_member_meronym', '12060816'), ('12060816', '_member_meronym', '12061380'), ('12061380', '_hypernym', '12041446')], '12041446')
([('07461050', '_has_part', '00288000'), ('00288000', 'NO_OP', '00288000'), ('00288000', '_hypernym', '00450700')], '00450700')
([('07039949', 'NO_OP', '07039949'), ('07039949', '_hypernym', '07044917'), ('07044917', '_hypernym', '07037465')], '07037465')
([('08855909', '¬_has_part', '08853741'), ('08853741', '_has_part', '08856475'), ('08856475', '_instance_hypernym', '08524735')], '08524735')
([('08038379', '¬_member_of_domain_region', '08798771'), ('08798771', '_member_of_domain_region', '08019523'), ('08019523', '_instance_hypernym', '08392137')], '08392137')
([('08136767', '¬_has_part', '08136502'), ('08136502', '_hypernym', '08337324'), ('08337324', '¬_hypernym', '08144308')], '08337324')
([('08776138', '¬_has_part', '08766988'), ('08766988', '_has_part', '08776320'), ('08776320', '_instance_hypernym', '08574314')], '08574314')
([('00785962', '¬_derivationally_related_form', '05800611'), ('05800611', '¬_derivationally_related_form', '00788564'), ('00788564', '¬_hypernym', '02500902')], '00788564')
([('11121640', '_instance_hypernym', '10394786'), ('10394786', '¬_instance_hypernym', '11122114'), ('11122114', '_instance_hypernym', '09796323')], '09796323')
([('02189714', '¬_also_see', '02169891'), ('02169891', '¬_hypernym', '02189714'), ('02189714', 'NO_OP', '02189714')], '02169891')
([('02182796', '¬_member_meronym', '02181863'), ('02181863', '_member_meronym', '02182498'), ('02182498', '_hypernym', '01762525')], '01762525')
([('04120842', '¬_has_part', '02687992'), ('02687992', '_has_part', '04396466'), ('04396466', '_hypernym', '03900509')], '03900509')
([('02142993', '¬_member_meronym', '02142064'), ('02142064', '_member_meronym', '02142575'), ('02142575', '_hypernym', '01864707')], '01864707')
([('12448136', '¬_member_meronym', '12445848'), ('12445848', 'NO_OP', '12445848'), ('12445848', '_member_meronym', '12446200')], '12446200')
([('02006827', 'NO_OP', '02006827'), ('02006827', '_member_meronym', '02007161'), ('02007161', '_hypernym', '01507175')], '01507175')
([('02595902', '¬_member_meronym', '02593863'), ('02593863', '_member_meronym', '02596888'), ('02596888', '_hypernym', '01432517')], '01432517')
([('01460785', '¬_derivationally_related_form', '04216634'), ('04216634', '_derivationally_related_form', '01460029'), ('01460029', '_also_see', '00677544')], '01460029')
([('15248020', 'NO_OP', '15248020'), ('15248020', '¬_has_part', '15243730'), ('15243730', '_hypernym', '15116283')], '15116283')
([('12765679', '¬_member_meronym', '12758639'), ('12758639', '_member_meronym', '12764703'), ('12764703', '_hypernym', '11567411')], '11567411')
([('15141213', '_has_part', '15205532'), ('15205532', '_hypernym', '15113229'), ('15113229', '¬_hypernym', '15141213')], '15113229')
([('01544692', '_also_see', '01494310'), ('01494310', '_also_see', '02642814'), ('02642814', '_derivationally_related_form', '10478626')], '01494310')
([('12081022', '¬_member_meronym', '12039743'), ('12039743', '_member_meronym', '12078596'), ('12078596', '_hypernym', '11556857')], '11556857')
([('03494706', '_has_part', '03503718'), ('03503718', '_hypernym', '04295081'), ('04295081', '_hypernym', '03430959')], '04295081')
