WN18RR, _verb_group_WN18_generic_PPO_simple_embedding_100
([('01496630', '¬_verb_group', '01496843'), ('01496843', '¬_verb_group', '01496630'), ('01496630', '¬_verb_group', '01496843')], '01496843')
([('01794668', '¬_verb_group', '00668099'), ('00668099', '_derivationally_related_form', '01021889'), ('01021889', '¬_derivationally_related_form', '00668099')], '00668099')
([('02670890', '¬_verb_group', '02541251'), ('02541251', 'NO_OP', '02541251'), ('02541251', '¬_verb_group', '02670890')], '02541251')
([('02155493', '¬_verb_group', '02155799'), ('02155799', '¬_verb_group', '02155493'), ('02155493', '¬_derivationally_related_form', '07308889')], '02155799')
([('00638585', '¬_verb_group', '00637259'), ('00637259', '¬_verb_group', '00638585'), ('00638585', '¬_verb_group', '00637259')], '00637259')
([('02015384', '¬_verb_group', '02054703'), ('02054703', '¬_verb_group', '02015384'), ('02015384', '¬_verb_group', '02054703')], '02054703')
([('00795632', '¬_verb_group', '02498320'), ('02498320', '¬_hypernym', '02283716'), ('02283716', '_hypernym', '02498320')], '02498320')
([('02730135', '¬_verb_group', '00136991'), ('00136991', '_verb_group', '02730135'), ('02730135', '¬_verb_group', '00136991')], '00136991')
([('02291548', '¬_verb_group', '02291258'), ('02291258', '¬_also_see', '01486151'), ('01486151', '¬_derivationally_related_form', '04122825')], '02291258')
([('02485844', '¬_verb_group', '02486232'), ('02486232', '¬_verb_group', '02485844'), ('02485844', '¬_derivationally_related_form', '08385009')], '02486232')
([('00059019', '¬_verb_group', '00056930'), ('00056930', '_derivationally_related_form', '00042541'), ('00042541', 'NO_OP', '00042541')], '00056930')
([('01270199', '¬_verb_group', '01535246'), ('01535246', 'NO_OP', '01535246'), ('01535246', '¬_derivationally_related_form', '00255710')], '01535246')
([('00002573', '¬_verb_group', '00001740'), ('00001740', '¬_verb_group', '00002573'), ('00002573', '¬_verb_group', '00001740')], '00001740')
([('00099721', '_derivationally_related_form', '03472232'), ('03472232', '¬_derivationally_related_form', '00099721'), ('00099721', '¬_verb_group', '00100551')], '00100551')
([('00414409', '¬_verb_group', '00414627'), ('00414627', '_derivationally_related_form', '01252566'), ('01252566', '_derivationally_related_form', '00414627')], '00414627')
([('01730384', '¬_verb_group', '01731353'), ('01731353', '_derivationally_related_form', '06867675'), ('06867675', '¬_derivationally_related_form', '01730384')], '01731353')
([('02073065', '¬_verb_group', '00153061'), ('00153061', '_hypernym', '00151689'), ('00151689', '¬_hypernym', '00153061')], '00153061')
([('01212230', '¬_verb_group', '01359432'), ('01359432', '_derivationally_related_form', '04426788'), ('04426788', 'NO_OP', '04426788')], '01359432')
([('00722675', '¬_verb_group', '00722232'), ('00722232', '¬_verb_group', '00722675'), ('00722675', '¬_verb_group', '00722232')], '00722232')
([('01972298', '¬_verb_group', '02756821'), ('02756821', '¬_verb_group', '01972298'), ('01972298', '¬_derivationally_related_form', '10076778')], '02756821')
([('02015598', '¬_verb_group', '02009433'), ('02009433', '¬_verb_group', '02015598'), ('02015598', '¬_verb_group', '02009433')], '02009433')
([('01629403', '¬_verb_group', '01629000'), ('01629000', '_derivationally_related_form', '13758745'), ('13758745', 'NO_OP', '13758745')], '01629000')
([('00358431', '¬_verb_group', '02109818'), ('02109818', '_derivationally_related_form', '13962498'), ('13962498', '_derivationally_related_form', '02109818')], '02109818')
([('01426153', '¬_verb_group', '01426397'), ('01426397', '¬_verb_group', '01426153'), ('01426153', '¬_verb_group', '01426397')], '01426397')
([('00619610', '¬_verb_group', '00620673'), ('00620673', '¬_verb_group', '00619610'), ('00619610', '_hypernym', '00618267')], '00620673')
([('02618149', '¬_verb_group', '02616713'), ('02616713', '¬_derivationally_related_form', '13962166'), ('13962166', '_derivationally_related_form', '02618149')], '02616713')
([('02416278', 'NO_OP', '02416278'), ('02416278', '¬_verb_group', '02416751'), ('02416751', '¬_verb_group', '02416278')], '02416751')
([('01722077', '¬_verb_group', '01719302'), ('01719302', '¬_verb_group', '00013615'), ('00013615', '¬_verb_group', '01719302')], '01719302')
([('00765977', '¬_verb_group', '02406916'), ('02406916', '¬_hypernym', '01146051'), ('01146051', '_hypernym', '02406916')], '02406916')
([('00258665', '¬_verb_group', '00434374'), ('00434374', '_derivationally_related_form', '07421316'), ('07421316', '¬_derivationally_related_form', '00434374')], '00434374')
([('00098770', '¬_derivationally_related_form', '07327288'), ('07327288', '_derivationally_related_form', '00098770'), ('00098770', '¬_verb_group', '00098517')], '00098517')
([('00601043', '¬_verb_group', '00601378'), ('00601378', '¬_verb_group', '00601043'), ('00601043', '¬_verb_group', '00601378')], '00601378')
([('01977701', 'NO_OP', '01977701'), ('01977701', '¬_verb_group', '01985923'), ('01985923', '¬_verb_group', '01977701')], '01985923')
([('00739082', '¬_verb_group', '00739340'), ('00739340', '_derivationally_related_form', '05770926'), ('05770926', '¬_hypernym', '05792842')], '00739340')
([('01906823', '¬_verb_group', '01904930'), ('01904930', '¬_verb_group', '01882170'), ('01882170', '¬_verb_group', '01904930')], '01904930')
([('00682230', 'NO_OP', '00682230'), ('00682230', '¬_verb_group', '00681429'), ('00681429', '_derivationally_related_form', '03735637')], '00681429')
([('00002573', '¬_verb_group', '00001740'), ('00001740', '_derivationally_related_form', '05200169'), ('05200169', '¬_hypernym', '04842993')], '00001740')
([('02450505', '¬_hypernym', '01127795'), ('01127795', '_hypernym', '02450505'), ('02450505', '¬_verb_group', '01302019')], '01302019')
([('02053941', '¬_verb_group', '01849746'), ('01849746', '_hypernym', '01849221'), ('01849221', '_derivationally_related_form', '00280853')], '01849746')
([('02405390', '¬_verb_group', '00162688'), ('00162688', '¬_hypernym', '00161225'), ('00161225', '¬_verb_group', '00550117')], '00162688')
([('01558681', '¬_verb_group', '01556572'), ('01556572', '_hypernym', '01556346'), ('01556346', '_hypernym', '01556921')], '01556572')
([('00226882', '¬_verb_group', '00252990'), ('00252990', '¬_verb_group', '00253277'), ('00253277', '_hypernym', '00153263')], '00252990')
([('01509584', '¬_verb_group', '01506157'), ('01506157', '_derivationally_related_form', '00170156'), ('00170156', '_derivationally_related_form', '01131197')], '01506157')
([('01166351', '_derivationally_related_form', '00838367'), ('00838367', '¬_derivationally_related_form', '01168468'), ('01168468', '_derivationally_related_form', '10042300')], '01168468')
([('01541579', '¬_verb_group', '01542207'), ('01542207', '¬_verb_group', '02069888'), ('02069888', '¬_verb_group', '01542207')], '01542207')
([('01155090', '¬_verb_group', '02018372'), ('02018372', '¬_verb_group', '01155090'), ('01155090', '¬_verb_group', '02018372')], '02018372')
([('01203074', '¬_verb_group', '01740320'), ('01740320', '¬_verb_group', '01203074'), ('01203074', '¬_verb_group', '01740320')], '01740320')
([('00201722', '¬_verb_group', '00243900'), ('00243900', '¬_verb_group', '00201722'), ('00201722', '¬_verb_group', '00243900')], '00243900')
([('01069190', '¬_verb_group', '01069391'), ('01069391', '¬_verb_group', '01069190'), ('01069190', '¬_verb_group', '01069391')], '01069391')
([('00645939', '¬_verb_group', '00646271'), ('00646271', '¬_verb_group', '00645939'), ('00645939', '¬_verb_group', '00646271')], '00646271')
([('01483779', 'NO_OP', '01483779'), ('01483779', '¬_verb_group', '01484027'), ('01484027', '_derivationally_related_form', '07419233')], '01484027')
([('01995211', '¬_verb_group', '00571596'), ('00571596', '¬_verb_group', '01995211'), ('01995211', '¬_verb_group', '01351170')], '01351170')
([('00345761', '¬_derivationally_related_form', '10355449'), ('10355449', '_derivationally_related_form', '00345761'), ('00345761', '¬_verb_group', '01070777')], '01070777')
([('00447771', '¬_verb_group', '00447950'), ('00447950', '¬_verb_group', '00447771'), ('00447771', 'NO_OP', '00447771')], '00447950')
([('00874002', '¬_verb_group', '02359061'), ('02359061', '¬_verb_group', '00874002'), ('00874002', '_hypernym', '00755745')], '02359061')
([('02015598', '¬_verb_group', '02009433'), ('02009433', '¬_verb_group', '02383440'), ('02383440', '¬_verb_group', '02009433')], '02009433')
([('00561714', 'NO_OP', '00561714'), ('00561714', '¬_verb_group', '00561571'), ('00561571', '_verb_group', '00561714')], '00561571')
([('02673134', '¬_verb_group', '01602318'), ('01602318', 'NO_OP', '01602318'), ('01602318', '_hypernym', '01601234')], '01602318')
([('01882170', '¬_verb_group', '01904930'), ('01904930', '_hypernym', '01835496'), ('01835496', '¬_hypernym', '01928838')], '01904930')
([('02297948', '¬_verb_group', '02297742'), ('02297742', '¬_verb_group', '02297948'), ('02297948', '_hypernym', '02327200')], '02297742')
([('02236124', '¬_verb_group', '02210119'), ('02210119', '¬_verb_group', '02236124'), ('02236124', '¬_verb_group', '02210119')], '02210119')
([('02030764', '¬_verb_group', '02073233'), ('02073233', '¬_derivationally_related_form', '00059989'), ('00059989', '¬_derivationally_related_form', '02073233')], '02073233')
([('00499812', '¬_verb_group', '00500055'), ('00500055', '¬_verb_group', '00499812'), ('00499812', '¬_verb_group', '00500055')], '00500055')
([('02109818', '¬_derivationally_related_form', '07355491'), ('07355491', '¬_derivationally_related_form', '00358431'), ('00358431', '¬_verb_group', '02109818')], '00358431')
([('00315020', '¬_verb_group', '00315330'), ('00315330', '¬_verb_group', '00315020'), ('00315020', '_derivationally_related_form', '00364600')], '00315330')
([('00597385', '¬_verb_group', '01224744'), ('01224744', '_derivationally_related_form', '00830448'), ('00830448', '¬_derivationally_related_form', '01224744')], '01224744')
([('01535742', '¬_verb_group', '00557686'), ('00557686', '_verb_group', '01270199'), ('01270199', '¬_verb_group', '01536344')], '00557686')
([('02612234', 'NO_OP', '02612234'), ('02612234', '¬_verb_group', '02647497'), ('02647497', '¬_derivationally_related_form', '01758339')], '02647497')
([('01877204', '¬_derivationally_related_form', '07346057'), ('07346057', '_derivationally_related_form', '01877204'), ('01877204', '¬_verb_group', '01876907')], '01876907')
([('00334996', '¬_verb_group', '00334186'), ('00334186', '_derivationally_related_form', '00376400'), ('00376400', 'NO_OP', '00376400')], '00334186')
([('01999423', '¬_derivationally_related_form', '08482271'), ('08482271', '¬_derivationally_related_form', '02729023'), ('02729023', '¬_verb_group', '01999423')], '02729023')
([('01835103', '¬_derivationally_related_form', '09355850'), ('09355850', '¬_derivationally_related_form', '01834896'), ('01834896', '¬_verb_group', '01835103')], '01834896')
([('00486018', '¬_also_see', '01493741'), ('01493741', '_also_see', '00486018'), ('00486018', '¬_verb_group', '01640855')], '01640855')
([('00036178', '¬_verb_group', '00036362'), ('00036362', '_also_see', '00025034'), ('00025034', '¬_also_see', '00036362')], '00036362')
([('00654015', '¬_verb_group', '00654258'), ('00654258', '¬_verb_group', '00654015'), ('00654015', '¬_verb_group', '00654258')], '00654258')
([('02389592', '¬_verb_group', '02389346'), ('02389346', '_verb_group', '02389592'), ('02389592', '¬_verb_group', '02389346')], '02389346')
([('02030764', '¬_verb_group', '02073233'), ('02073233', '¬_verb_group', '02030764'), ('02030764', '_synset_domain_topic_of', '08199025')], '02073233')
([('00407146', '¬_derivationally_related_form', '06414727'), ('06414727', '_derivationally_related_form', '00407146'), ('00407146', '¬_verb_group', '00605783')], '00605783')
([('00461493', '_derivationally_related_form', '04982478'), ('04982478', '_derivationally_related_form', '02190188'), ('02190188', '¬_verb_group', '00461493')], '02190188')
([('01069638', '¬_verb_group', '01060746'), ('01060746', '_verb_group', '01069638'), ('01069638', '¬_verb_group', '00748616')], '00748616')
([('00575970', 'NO_OP', '00575970'), ('00575970', '¬_verb_group', '00575720'), ('00575720', '_derivationally_related_form', '13572436')], '00575720')
([('01377571', '_derivationally_related_form', '00988320'), ('00988320', '_derivationally_related_form', '02029492'), ('02029492', '¬_verb_group', '01377571')], '02029492')
([('00098770', '¬_verb_group', '00098517'), ('00098517', '¬_derivationally_related_form', '01048059'), ('01048059', '¬_derivationally_related_form', '00098517')], '00098517')
([('01972298', '¬_verb_group', '02756821'), ('02756821', '¬_verb_group', '01972298'), ('01972298', '_derivationally_related_form', '10076778')], '02756821')
([('00334996', 'NO_OP', '00334996'), ('00334996', '¬_verb_group', '00334186'), ('00334186', 'NO_OP', '00334186')], '00334186')
([('02015598', '¬_verb_group', '02009433'), ('02009433', '¬_derivationally_related_form', '00053097'), ('00053097', '_derivationally_related_form', '02030158')], '02009433')
([('00820611', '¬_verb_group', '00820352'), ('00820352', '¬_verb_group', '00820611'), ('00820611', '¬_verb_group', '00820352')], '00820352')
([('01162754', '¬_verb_group', '02116980'), ('02116980', '¬_verb_group', '01162754'), ('01162754', '¬_hypernym', '01203715')], '02116980')
([('00918872', '¬_verb_group', '01637982'), ('01637982', '¬_verb_group', '00918872'), ('00918872', '¬_verb_group', '00920336')], '00920336')
([('02285629', '¬_verb_group', '02247977'), ('02247977', '_hypernym', '02210855'), ('02210855', '¬_verb_group', '00522751')], '02247977')
([('02235842', '¬_verb_group', '02296153'), ('02296153', '¬_verb_group', '02235842'), ('02235842', '¬_verb_group', '02296153')], '02296153')
([('02752931', '¬_verb_group', '02342132'), ('02342132', '¬_verb_group', '02752931'), ('02752931', '_hypernym', '02620587')], '02342132')
([('02387034', '_derivationally_related_form', '10722385'), ('10722385', '_derivationally_related_form', '00603298'), ('00603298', '¬_derivationally_related_form', '05753564')], '00603298')
([('02484208', '_derivationally_related_form', '00220522'), ('00220522', '_derivationally_related_form', '02484208'), ('02484208', '¬_verb_group', '02483267')], '02483267')
([('00719734', '¬_verb_group', '00720063'), ('00720063', '¬_verb_group', '00719734'), ('00719734', '¬_hypernym', '00721098')], '00720063')
([('02729632', '¬_verb_group', '00652900'), ('00652900', '¬_verb_group', '02729632'), ('02729632', '¬_verb_group', '00652900')], '00652900')
([('01849746', '¬_verb_group', '02053941'), ('02053941', '¬_verb_group', '01849746'), ('01849746', '¬_verb_group', '02053941')], '02053941')
([('01855155', '¬_verb_group', '02753255'), ('02753255', '_hypernym', '02604760'), ('02604760', '¬_hypernym', '00118523')], '02753255')
([('00342980', '¬_verb_group', '02624263'), ('02624263', '_derivationally_related_form', '07324673'), ('07324673', '_derivationally_related_form', '00426581')], '02624263')
([('00682230', '¬_verb_group', '00681429'), ('00681429', '¬_verb_group', '00682230'), ('00682230', '¬_verb_group', '00681429')], '00681429')
([('01753596', '¬_verb_group', '01640550'), ('01640550', '¬_verb_group', '01753596'), ('01753596', '¬_verb_group', '01640550')], '01640550')
([('01646300', '¬_verb_group', '01516534'), ('01516534', '¬_verb_group', '01646300'), ('01646300', '¬_verb_group', '01516534')], '01516534')
([('00796976', '¬_verb_group', '02237338'), ('02237338', '¬_verb_group', '00796976'), ('00796976', '¬_verb_group', '02502916')], '02237338')
([('01137138', '¬_verb_group', '02484570'), ('02484570', '¬_derivationally_related_form', '00225150'), ('00225150', '_derivationally_related_form', '02484570')], '02484570')
([('00024047', '¬_verb_group', '00098083'), ('00098083', '_verb_group', '00024047'), ('00024047', '¬_verb_group', '00024279')], '00024279')
([('00315605', '¬_verb_group', '00316195'), ('00316195', '¬_verb_group', '00315605'), ('00315605', '_hypernym', '00315810')], '00316195')
([('01176897', '¬_verb_group', '01177118'), ('01177118', '¬_verb_group', '01176897'), ('01176897', '_derivationally_related_form', '03201208')], '01177118')
([('00108303', 'NO_OP', '00108303'), ('00108303', '¬_verb_group', '00107943'), ('00107943', '¬_verb_group', '00108303')], '00107943')
([('00332445', 'NO_OP', '00332445'), ('00332445', 'NO_OP', '00332445'), ('00332445', '¬_verb_group', '00332154')], '00332154')
([('01904930', '¬_verb_group', '01882170'), ('01882170', '¬_verb_group', '01904930'), ('01904930', '¬_verb_group', '01912893')], '01912893')
([('02015598', '¬_verb_group', '02009433'), ('02009433', '¬_verb_group', '02015598'), ('02015598', '¬_verb_group', '02009433')], '02009433')
([('01647672', '¬_verb_group', '01629000'), ('01629000', '¬_verb_group', '01629403'), ('01629403', '_verb_group', '01629000')], '01629000')
([('00063095', '¬_verb_group', '00060185'), ('00060185', '¬_verb_group', '00063095'), ('00063095', '¬_verb_group', '00060185')], '00060185')
([('02522319', '¬_verb_group', '02523521'), ('02523521', '_verb_group', '02523784'), ('02523784', '_hypernym', '00670261')], '02523521')
([('00517847', '¬_verb_group', '00518115'), ('00518115', 'NO_OP', '00518115'), ('00518115', '¬_verb_group', '00517847')], '00518115')
([('01533442', '¬_verb_group', '01532589'), ('01532589', '¬_derivationally_related_form', '09927089'), ('09927089', '_hypernym', '10241300')], '01532589')
([('01377571', '¬_derivationally_related_form', '00988320'), ('00988320', '_derivationally_related_form', '01377571'), ('01377571', '¬_verb_group', '02029492')], '02029492')
([('00668099', '¬_verb_group', '01794668'), ('01794668', '¬_verb_group', '00668099'), ('00668099', '¬_hypernym', '00737884')], '01794668')
([('02453889', '¬_derivationally_related_form', '01213886'), ('01213886', 'NO_OP', '01213886'), ('01213886', '¬_derivationally_related_form', '02556817')], '02556817')
([('00753881', '¬_verb_group', '00792471'), ('00792471', '¬_verb_group', '00753881'), ('00753881', 'NO_OP', '00753881')], '00792471')
([('01480469', '¬_verb_group', '01480149'), ('01480149', '¬_hypernym', '01480770'), ('01480770', '¬_derivationally_related_form', '04248851')], '01480149')
([('00444629', '¬_verb_group', '02060792'), ('02060792', '¬_verb_group', '00444629'), ('00444629', '¬_verb_group', '02060792')], '02060792')
([('01354006', '¬_verb_group', '01353405'), ('01353405', '¬_verb_group', '01354006'), ('01354006', '¬_verb_group', '01353405')], '01353405')
([('01003249', '¬_verb_group', '01002740'), ('01002740', '¬_derivationally_related_form', '00908133'), ('00908133', '_hypernym', '00907919')], '01002740')
([('00518115', '¬_verb_group', '00517847'), ('00517847', '_derivationally_related_form', '11435028'), ('11435028', '¬_derivationally_related_form', '00517847')], '00517847')
([('01416193', '¬_verb_group', '01412912'), ('01412912', '¬_verb_group', '01416193'), ('01416193', 'NO_OP', '01416193')], '01412912')
([('01926984', '¬_verb_group', '02099829'), ('02099829', '¬_verb_group', '02421921'), ('02421921', '_hypernym', '02421374')], '02099829')
([('00602805', '¬_verb_group', '00603298'), ('00603298', '¬_verb_group', '00602805'), ('00602805', '¬_verb_group', '00603298')], '00603298')
([('01509584', '¬_verb_group', '01407904'), ('01407904', '¬_verb_group', '01509584'), ('01509584', '¬_verb_group', '01506157')], '01506157')
([('01853696', '¬_verb_group', '01915365'), ('01915365', '¬_verb_group', '01853696'), ('01853696', '_derivationally_related_form', '04473432')], '01915365')
([('00100044', '¬_verb_group', '00833702'), ('00833702', '_derivationally_related_form', '10722575'), ('10722575', '¬_hypernym', '09931640')], '00833702')
([('01915365', '¬_verb_group', '01853696'), ('01853696', 'NO_OP', '01853696'), ('01853696', 'NO_OP', '01853696')], '01853696')
([('01282142', '¬_verb_group', '01540693'), ('01540693', '¬_verb_group', '01282142'), ('01282142', '¬_verb_group', '01540693')], '01540693')
([('01876907', 'NO_OP', '01876907'), ('01876907', '¬_verb_group', '01877204'), ('01877204', 'NO_OP', '01877204')], '01877204')
([('01393714', '¬_derivationally_related_form', '00252307'), ('00252307', '¬_derivationally_related_form', '01393714'), ('01393714', '¬_verb_group', '01393996')], '01393996')
([('01069391', '¬_verb_group', '01069190'), ('01069190', '¬_derivationally_related_form', '00145218'), ('00145218', '¬_hypernym', '00146572')], '01069190')
([('00933821', '¬_hypernym', '00935456'), ('00935456', '_hypernym', '00933821'), ('00933821', '¬_verb_group', '00935987')], '00935987')
([('02418421', '¬_verb_group', '02418686'), ('02418686', '¬_verb_group', '02418421'), ('02418421', '_derivationally_related_form', '00426928')], '02418686')
([('01313923', '¬_verb_group', '02286204'), ('02286204', '¬_verb_group', '01313923'), ('01313923', 'NO_OP', '01313923')], '02286204')
([('01542207', '¬_verb_group', '01541579'), ('01541579', '¬_verb_group', '01542207'), ('01542207', '¬_verb_group', '02069888')], '02069888')
([('00115157', '¬_verb_group', '00114837'), ('00114837', '¬_verb_group', '00115157'), ('00115157', '¬_verb_group', '00114837')], '00114837')
([('00332672', '¬_verb_group', '00334803'), ('00334803', '¬_verb_group', '00332672'), ('00332672', '¬_verb_group', '00334803')], '00334803')
([('01576165', '_derivationally_related_form', '07801091'), ('07801091', '_derivationally_related_form', '01576478'), ('01576478', '¬_derivationally_related_form', '07801091')], '01576478')
([('01848465', '¬_also_see', '01834213'), ('01834213', '_also_see', '01848465'), ('01848465', '¬_verb_group', '00613393')], '00613393')
([('02465939', '¬_verb_group', '02403920'), ('02403920', '_hypernym', '01887896'), ('01887896', '¬_member_meronym', '02402425')], '02403920')
([('01169704', '_derivationally_related_form', '00842692'), ('00842692', '_derivationally_related_form', '01169704'), ('01169704', '¬_verb_group', '01186428')], '01186428')
([('00683771', '¬_verb_group', '00693780'), ('00693780', '¬_verb_group', '00683771'), ('00683771', '¬_verb_group', '00693780')], '00693780')
([('00099721', '¬_verb_group', '00100551'), ('00100551', 'NO_OP', '00100551'), ('00100551', '¬_verb_group', '00099721')], '00100551')
([('02684254', '¬_verb_group', '00908621'), ('00908621', '¬_verb_group', '02684254'), ('02684254', '¬_verb_group', '00908621')], '00908621')
([('02230056', '¬_verb_group', '02229828'), ('02229828', '¬_verb_group', '02230056'), ('02230056', '¬_verb_group', '02229828')], '02229828')
([('01069391', '¬_verb_group', '01069190'), ('01069190', '¬_verb_group', '01069391'), ('01069391', '¬_verb_group', '01069190')], '01069190')
([('01733213', 'NO_OP', '01733213'), ('01733213', '¬_verb_group', '01732921'), ('01732921', '¬_verb_group', '01733213')], '01732921')
([('02069888', '¬_verb_group', '01542207'), ('01542207', '¬_verb_group', '01541579'), ('01541579', '_verb_group', '01542207')], '01542207')
([('00887463', '¬_verb_group', '00888009'), ('00888009', '¬_verb_group', '00887463'), ('00887463', '¬_verb_group', '00888009')], '00888009')
([('01069638', '¬_verb_group', '00748616'), ('00748616', '_verb_group', '01069638'), ('01069638', '¬_verb_group', '00748616')], '00748616')
([('02273293', '¬_verb_group', '02273922'), ('02273922', '_verb_group', '02273293'), ('02273293', '¬_derivationally_related_form', '00087218')], '02273922')
([('01525666', '¬_verb_group', '01526290'), ('01526290', '¬_verb_group', '01525666'), ('01525666', '¬_verb_group', '01526290')], '01526290')
([('02061495', '¬_derivationally_related_form', '00294452'), ('00294452', '_derivationally_related_form', '02061495'), ('02061495', '¬_verb_group', '02055267')], '02055267')
([('01741221', '¬_verb_group', '01751836'), ('01751836', '¬_verb_group', '01741221'), ('01741221', '_derivationally_related_form', '10245863')], '01751836')
([('02428924', '¬_derivationally_related_form', '01229938'), ('01229938', '¬_derivationally_related_form', '02428924'), ('02428924', '¬_verb_group', '02023107')], '02023107')
([('02092309', '¬_verb_group', '01143838'), ('01143838', '¬_verb_group', '02092309'), ('02092309', '¬_verb_group', '01143838')], '01143838')
([('01675245', '¬_derivationally_related_form', '03481172'), ('03481172', '¬_derivationally_related_form', '01416539'), ('01416539', '_derivationally_related_form', '03481172')], '01416539')
([('00125841', '¬_verb_group', '00146138'), ('00146138', '¬_hypernym', '00431117'), ('00431117', '_hypernym', '00146138')], '00146138')
([('02410175', '¬_verb_group', '02747922'), ('02747922', 'NO_OP', '02747922'), ('02747922', '_derivationally_related_form', '01017987')], '02747922')
([('02582042', '¬_verb_group', '02582450'), ('02582450', '¬_verb_group', '02582042'), ('02582042', '¬_verb_group', '02582450')], '02582450')
([('01308381', '¬_verb_group', '02405390'), ('02405390', '¬_derivationally_related_form', '05696425'), ('05696425', '_derivationally_related_form', '02257767')], '02405390')
([('01368863', '¬_verb_group', '02054989'), ('02054989', '¬_verb_group', '01368863'), ('01368863', 'NO_OP', '01368863')], '02054989')
([('00709205', '¬_verb_group', '01317064'), ('01317064', '¬_verb_group', '00709205'), ('00709205', '_derivationally_related_form', '07486229')], '01317064')
([('00378042', '¬_verb_group', '00378664'), ('00378664', '¬_verb_group', '00378042'), ('00378042', '¬_verb_group', '00378361')], '00378664')
([('00171852', '¬_verb_group', '00411020'), ('00411020', '¬_verb_group', '00171852'), ('00171852', '¬_verb_group', '00411020')], '00411020')
([('02071142', '¬_verb_group', '01611516'), ('01611516', '¬_derivationally_related_form', '07432559'), ('07432559', '_derivationally_related_form', '02070874')], '01611516')
([('02229055', '¬_verb_group', '02296153'), ('02296153', '¬_verb_group', '02235842'), ('02235842', '¬_verb_group', '02296153')], '02296153')
([('01986869', '¬_verb_group', '01989873'), ('01989873', '¬_verb_group', '01986869'), ('01986869', '¬_verb_group', '01989873')], '01989873')
([('02229550', '¬_verb_group', '02230056'), ('02230056', '¬_verb_group', '02229828'), ('02229828', 'NO_OP', '02229828')], '02230056')
([('01835103', '¬_derivationally_related_form', '09355850'), ('09355850', '¬_derivationally_related_form', '01834896'), ('01834896', '¬_derivationally_related_form', '09355850')], '01834896')
([('00098770', 'NO_OP', '00098770'), ('00098770', '¬_verb_group', '00098517'), ('00098517', '¬_verb_group', '00098770')], '00098517')
([('02624263', '¬_verb_group', '00342980'), ('00342980', '¬_verb_group', '02624263'), ('02624263', '¬_verb_group', '00342980')], '00342980')
([('00626428', 'NO_OP', '00626428'), ('00626428', 'NO_OP', '00626428'), ('00626428', '¬_verb_group', '00625119')], '00625119')
([('02744977', '¬_verb_group', '01719921'), ('01719921', '¬_verb_group', '01716619'), ('01716619', 'NO_OP', '01716619')], '01719921')
([('00431117', '¬_verb_group', '00431327'), ('00431327', 'NO_OP', '00431327'), ('00431327', '¬_verb_group', '00431117')], '00431327')
([('00098770', '¬_verb_group', '00098517'), ('00098517', '¬_verb_group', '00098770'), ('00098770', '¬_verb_group', '00098517')], '00098517')
([('02054989', '¬_verb_group', '01368863'), ('01368863', '_derivationally_related_form', '00944449'), ('00944449', '¬_derivationally_related_form', '00027705')], '01368863')
([('02614181', 'NO_OP', '02614181'), ('02614181', 'NO_OP', '02614181'), ('02614181', '¬_verb_group', '02618149')], '02618149')
([('01755504', '¬_verb_group', '01664172'), ('01664172', '¬_verb_group', '01755504'), ('01755504', '¬_verb_group', '00276068')], '00276068')
([('01984902', '¬_verb_group', '01543123'), ('01543123', '_also_see', '00670179'), ('00670179', 'NO_OP', '00670179')], '01543123')
([('01532589', '¬_verb_group', '02741960'), ('02741960', '_verb_group', '01532589'), ('01532589', '¬_verb_group', '01533442')], '01533442')
([('00795632', '¬_verb_group', '02498320'), ('02498320', '¬_verb_group', '00795632'), ('00795632', '¬_verb_group', '02498320')], '02498320')
([('01465365', '¬_verb_group', '01465218'), ('01465218', '¬_verb_group', '01465365'), ('01465365', '_derivationally_related_form', '07985223')], '01465218')
([('00781652', '¬_verb_group', '00783042'), ('00783042', '¬_verb_group', '00781652'), ('00781652', '_hypernym', '02296726')], '00783042')
([('01430952', '¬_verb_group', '01430633'), ('01430633', '¬_verb_group', '01430952'), ('01430952', '¬_verb_group', '01430633')], '01430633')
([('02380009', '¬_verb_group', '01766952'), ('01766952', '¬_verb_group', '02380009'), ('02380009', '_derivationally_related_form', '00212205')], '01766952')
([('01850315', '¬_verb_group', '01835496'), ('01835496', '_also_see', '01970826'), ('01970826', '_hypernym', '01835496')], '01835496')
([('00967455', 'NO_OP', '00967455'), ('00967455', '¬_verb_group', '00967098'), ('00967098', '¬_derivationally_related_form', '10521662')], '00967098')
([('00360092', '¬_verb_group', '02081578'), ('02081578', '¬_verb_group', '00360092'), ('00360092', '¬_verb_group', '02229055')], '02229055')
([('01882814', '¬_verb_group', '02102840'), ('02102840', '¬_verb_group', '01882814'), ('01882814', '¬_verb_group', '02102840')], '02102840')
([('00583991', '¬_verb_group', '00584220'), ('00584220', 'NO_OP', '00584220'), ('00584220', '¬_verb_group', '00583991')], '00584220')
([('00036178', '¬_verb_group', '00036362'), ('00036362', '_derivationally_related_form', '00255710'), ('00255710', '_has_part', '00396642')], '00036362')
([('00443116', '¬_verb_group', '00443384'), ('00443384', '¬_hypernym', '00303056'), ('00303056', 'NO_OP', '00303056')], '00443384')
([('01872877', '¬_verb_group', '01872645'), ('01872645', '_verb_group', '01871979'), ('01871979', '¬_hypernym', '01899262')], '01872645')
