WN18RR, _instance_hypernym_WN18_generic_PPO_simple_embedding_100
([('09087450', '¬_has_part', '09086173'), ('09086173', '_has_part', '09086635'), ('09086635', '_instance_hypernym', '08524735')], '08524735')
([('09025189', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '08892971'), ('08892971', '_instance_hypernym', '08633957')], '08633957')
([('09163844', '¬_has_part', '09163192'), ('09163192', '_instance_hypernym', '08700255'), ('08700255', '¬_instance_hypernym', '08906952')], '08700255')
([('09340203', '¬_has_part', '09159003'), ('09159003', '_has_part', '09294066'), ('09294066', '_instance_hypernym', '09411430')], '09411430')
([('08935212', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08934694'), ('08934694', '_instance_hypernym', '08524735')], '08524735')
([('08015116', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08041484'), ('08041484', '_instance_hypernym', '08392137')], '08392137')
([('08855505', '¬_has_part', '08853741'), ('08853741', '_has_part', '08854855'), ('08854855', '_instance_hypernym', '08524735')], '08524735')
([('15124361', '_has_part', '15124545'), ('15124545', '_instance_hypernym', '15247518'), ('15247518', '¬_has_part', '15248020')], '15248020')
([('08731148', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08994834'), ('08994834', '_instance_hypernym', '08524735')], '08524735')
([('08567072', '¬_has_part', '09198106'), ('09198106', '_has_part', '08678253'), ('08678253', '_instance_hypernym', '08574314')], '08574314')
([('08563478', '¬_has_part', '08563180'), ('08563180', '_has_part', '08563990'), ('08563990', '_instance_hypernym', '08574314')], '08574314')
([('09079153', '¬_has_part', '08841667'), ('08841667', '_instance_hypernym', '09203827'), ('09203827', '¬_instance_hypernym', '08835675')], '09203827')
([('06441803', '¬_has_part', '06453849'), ('06453849', '_has_part', '06442616'), ('06442616', '_hypernym', '06394865')], '06394865')
([('09030467', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08745901'), ('08745901', '_instance_hypernym', '08524735')], '08524735')
([('09035951', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08739669'), ('08739669', '_instance_hypernym', '08524735')], '08524735')
([('09206375', '¬_has_part', '09067277'), ('09067277', '_has_part', '09249418'), ('09249418', '_instance_hypernym', '09411430')], '09411430')
([('09162414', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08733415'), ('08733415', '_instance_hypernym', '08524735')], '08524735')
([('08777544', '¬_has_part', '08999154'), ('08999154', '_has_part', '08778061'), ('08778061', '_instance_hypernym', '08698379')], '08698379')
([('15128997', '¬_has_part', '15128711'), ('15128711', '_has_part', '15129220'), ('15129220', '_instance_hypernym', '15243730')], '15243730')
([('08034778', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08040257'), ('08040257', '_instance_hypernym', '08392137')], '08392137')
([('11083064', '_instance_hypernym', '09921792'), ('09921792', '¬_instance_hypernym', '10828573'), ('10828573', '_instance_hypernym', '10547145')], '10547145')
([('15128711', '_has_part', '15129220'), ('15129220', '_instance_hypernym', '15243730'), ('15243730', '¬_instance_hypernym', '15128997')], '15243730')
([('08582613', '¬_has_part', '08588916'), ('08588916', '¬_has_part', '08499057'), ('08499057', '_hypernym', '08630039')], '08630039')
([('08771277', '¬_has_part', '08766988'), ('08766988', '_has_part', '08775179'), ('08775179', '_instance_hypernym', '08524735')], '08524735')
([('09429934', '¬_has_part', '09416570'), ('09416570', '_has_part', '09423379'), ('09423379', '_instance_hypernym', '09403734')], '09403734')
([('15126361', '¬_has_part', '15126175'), ('15126175', '_has_part', '15126595'), ('15126595', '_instance_hypernym', '15247518')], '15247518')
([('08727806', '¬_has_part', '08723006'), ('08723006', '_has_part', '08727945'), ('08727945', '_instance_hypernym', '08524735')], '08524735')
([('08924238', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08877208'), ('08877208', '_instance_hypernym', '08524735')], '08524735')
([('15231415', '¬_has_part', '15254550'), ('15254550', '_has_part', '15231964'), ('15231964', '_instance_hypernym', '15113229')], '15113229')
([('15232406', '_has_part', '15232899'), ('15232899', '_instance_hypernym', '15113229'), ('15113229', '¬_hypernym', '15239292')], '15113229')
([('08738272', '¬_has_part', '08735705'), ('08735705', '_has_part', '08703035'), ('08703035', '¬_instance_hypernym', '08738272')], '08703035')
([('08850741', '¬_has_part', '08849753'), ('08849753', '_has_part', '08851500'), ('08851500', '_instance_hypernym', '08524735')], '08524735')
([('08824771', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08877208'), ('08877208', '_instance_hypernym', '08524735')], '08524735')
([('10859669', '¬_derivationally_related_form', '00201034'), ('00201034', '_derivationally_related_form', '10073992'), ('10073992', '_hypernym', '10044879')], '10044879')
([('08563990', '¬_has_part', '08563180'), ('08563180', '_instance_hypernym', '08574314'), ('08574314', '¬_instance_hypernym', '08902422')], '08574314')
([('08895771', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09162581'), ('09162581', '_instance_hypernym', '08524735')], '08524735')
([('09040839', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08731148'), ('08731148', '_instance_hypernym', '08524735')], '08524735')
([('08732807', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08937109'), ('08937109', '_instance_hypernym', '08524735')], '08524735')
([('08037861', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08026539'), ('08026539', '_instance_hypernym', '08392137')], '08392137')
([('09017005', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09100394'), ('09100394', '_instance_hypernym', '08524735')], '08524735')
([('08956140', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09094381'), ('09094381', '_instance_hypernym', '08524735')], '08524735')
([('09142771', '¬_has_part', '09141526'), ('09141526', '_has_part', '09142887'), ('09142887', '_instance_hypernym', '08524735')], '08524735')
([('15233047', '¬_has_part', '15232406'), ('15232406', '_instance_hypernym', '15113229'), ('15113229', '¬_hypernym', '15203791')], '15113229')
([('09016860', '¬_has_part', '09014979'), ('09014979', '_has_part', '09017005'), ('09017005', '_instance_hypernym', '08524735')], '08524735')
([('08970318', '¬_has_part', '08969291'), ('08969291', '_has_part', '08969798'), ('08969798', '_instance_hypernym', '08524735')], '08524735')
([('08017974', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08033829'), ('08033829', '_instance_hypernym', '08392137')], '08392137')
([('08013845', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08038379')], '08392137')
([('01295373', '¬_has_part', '01311520'), ('01311520', '_has_part', '01300508'), ('01300508', '_instance_hypernym', '00956485')], '00956485')
([('09018162', '¬_member_meronym', '08295138'), ('08295138', '_member_meronym', '09019726'), ('09019726', '_instance_hypernym', '08700255')], '08700255')
([('08898457', '¬_has_part', '08897065'), ('08897065', '_has_part', '08900204'), ('08900204', '_instance_hypernym', '08524735')], '08524735')
([('09365288', '¬_has_part', '09303647'), ('09303647', '_has_part', '09322930'), ('09322930', '_instance_hypernym', '09360122')], '09360122')
([('08964474', '¬_has_part', '08964099'), ('08964099', '_instance_hypernym', '08552138'), ('08552138', '¬_hypernym', '08631531')], '08552138')
([('09322930', '¬_has_part', '09303647'), ('09303647', '_has_part', '09241047'), ('09241047', '_instance_hypernym', '09360122')], '09360122')
([('08808614', '¬_has_part', '08801678'), ('08801678', '_has_part', '08808292'), ('08808292', '_instance_hypernym', '08803382')], '08803382')
([('08024732', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08022666')], '08392137')
([('11178161', '_instance_hypernym', '10375794'), ('10375794', '¬_instance_hypernym', '11128394'), ('11128394', '_instance_hypernym', '09805475')], '09805475')
([('08044676', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08028397')], '08392137')
([('09143786', '¬_has_part', '09141526'), ('09141526', '_has_part', '09145217'), ('09145217', '_instance_hypernym', '08524735')], '08524735')
([('09026780', '¬_has_part', '09023321'), ('09023321', '_has_part', '09027679'), ('09027679', '_instance_hypernym', '08524735')], '08524735')
([('10812800', '¬_member_of_domain_region', '09002814'), ('09002814', '_member_of_domain_region', '09987239'), ('09987239', '¬_member_of_domain_region', '09002814')], '09987239')
([('09241047', '¬_has_part', '09303647'), ('09303647', '_has_part', '09365128'), ('09365128', '_instance_hypernym', '09360122')], '09360122')
([('10843705', '_instance_hypernym', '10794014'), ('10794014', '¬_instance_hypernym', '11117744'), ('11117744', '_instance_hypernym', '10191943')], '10191943')
([('08721145', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08762243'), ('08762243', '_instance_hypernym', '08524735')], '08524735')
([('08894319', '¬_has_part', '08893223'), ('08893223', '_instance_hypernym', '09203827'), ('09203827', '¬_instance_hypernym', '08893492')], '09203827')
([('09146813', '¬_has_part', '09141526'), ('09141526', '_has_part', '09142674'), ('09142674', '_instance_hypernym', '08524735')], '08524735')
([('08889191', '¬_has_part', '08888676'), ('08888676', '_has_part', '08889521'), ('08889521', '_instance_hypernym', '08633957')], '08633957')
([('09144730', '¬_has_part', '09141526'), ('09141526', '_has_part', '09146912'), ('09146912', '_instance_hypernym', '08524735')], '08524735')
([('02741681', '¬_has_part', '08394922'), ('08394922', '_hypernym', '08337324'), ('08337324', '¬_hypernym', '08124256')], '08337324')
([('01290435', '¬_has_part', '01301630'), ('01301630', '_has_part', '01298797'), ('01298797', '_instance_hypernym', '01075117')], '01075117')
([('08964099', '_has_part', '08964474'), ('08964474', '_instance_hypernym', '08552138'), ('08552138', '¬_instance_hypernym', '08789243')], '08552138')
([('10820790', '_synset_domain_topic_of', '08083599'), ('08083599', '¬_synset_domain_topic_of', '10815648'), ('10815648', '_instance_hypernym', '10022111')], '10022111')
([('08042856', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08043848')], '08392137')
([('09063673', '¬_has_part', '09060768'), ('09060768', '_has_part', '09066534'), ('09066534', '_instance_hypernym', '08524735')], '08524735')
([('09014470', '¬_has_part', '09013830'), ('09013830', '_has_part', '09014066'), ('09014066', '_instance_hypernym', '08524735')], '08524735')
([('09164903', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08986526'), ('08986526', '_instance_hypernym', '08524735')], '08524735')
([('08958212', '¬_has_part', '08957381'), ('08957381', '_has_part', '08958334'), ('08958334', '_instance_hypernym', '08524735')], '08524735')
([('09338453', '_synset_domain_topic_of', '07979425'), ('07979425', '¬_synset_domain_topic_of', '09449773'), ('09449773', '_instance_hypernym', '09411430')], '09411430')
([('08983274', '¬_has_part', '08982587'), ('08982587', '_has_part', '08984122'), ('08984122', '_instance_hypernym', '08524735')], '08524735')
([('08678253', '¬_has_part', '09198106'), ('09198106', '_has_part', '08628414'), ('08628414', '_instance_hypernym', '08574314')], '08574314')
([('01290435', '¬_has_part', '01301630'), ('01301630', '_has_part', '01298797'), ('01298797', '_instance_hypernym', '01075117')], '01075117')
([('11011123', '_instance_hypernym', '10467395'), ('10467395', '¬_instance_hypernym', '11375418'), ('11375418', '_instance_hypernym', '10123844')], '10123844')
([('10916105', '_instance_hypernym', '10123844'), ('10123844', '¬_instance_hypernym', '10902934'), ('10902934', '_instance_hypernym', '10650162')], '10650162')
([('08041484', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08011266'), ('08011266', '_instance_hypernym', '08392137')], '08392137')
([('08895771', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08762243'), ('08762243', '_instance_hypernym', '08524735')], '08524735')
([('08017614', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08027518')], '08392137')
([('09026911', '¬_has_part', '09023321'), ('09023321', '_has_part', '09027679'), ('09027679', '_instance_hypernym', '08524735')], '08524735')
([('09031061', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08948704'), ('08948704', '_instance_hypernym', '08691669')], '08691669')
([('09038439', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08889521'), ('08889521', '_instance_hypernym', '08524735')], '08524735')
([('08678253', '¬_has_part', '09198106'), ('09198106', '_has_part', '08567072'), ('08567072', '_instance_hypernym', '08574314')], '08574314')
([('08715110', '_has_part', '08731606'), ('08731606', '_has_part', '08731953'), ('08731953', '_instance_hypernym', '08574314')], '08574314')
([('08725161', '¬_has_part', '08723006'), ('08723006', '_has_part', '08728595'), ('08728595', '_instance_hypernym', '08524735')], '08524735')
([('09103943', '¬_has_part', '09050730'), ('09050730', '_has_part', '09140148'), ('09140148', '_instance_hypernym', '08655464')], '08655464')
([('08041106', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08020785'), ('08020785', '_instance_hypernym', '08392137')], '08392137')
([('06438477', '¬_has_part', '06449735'), ('06449735', '_has_part', '06432715'), ('06432715', '_instance_hypernym', '06394865')], '06394865')
([('08877382', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08743945'), ('08743945', '_instance_hypernym', '08524735')], '08524735')
([('08804154', '¬_has_part', '08801678'), ('08801678', '_has_part', '08812952'), ('08812952', '_instance_hypernym', '08803382')], '08803382')
([('08753933', '¬_has_part', '08709038'), ('08709038', '_has_part', '08755436'), ('08755436', '_instance_hypernym', '08544813')], '08544813')
([('09168020', '¬_has_part', '09167767'), ('09167767', '_instance_hypernym', '08505573'), ('08505573', '¬_instance_hypernym', '09173288')], '08505573')
([('09165294', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '09162581'), ('09162581', '_instance_hypernym', '08633957')], '08633957')
([('08737716', '¬_member_meronym', '08176077'), ('08176077', '_member_meronym', '08736107'), ('08736107', '_instance_hypernym', '08703035')], '08703035')
([('15232712', '¬_has_part', '15232406'), ('15232406', '_has_part', '15232899'), ('15232899', '_instance_hypernym', '15113229')], '15113229')
([('08889944', '¬_has_part', '08888676'), ('08888676', '_has_part', '08889400'), ('08889400', '_instance_hypernym', '08633957')], '08633957')
([('09030382', '¬_has_part', '09029457'), ('09029457', '_has_part', '09030596'), ('09030596', '_instance_hypernym', '08524735')], '08524735')
([('08996871', '¬_has_part', '09189411'), ('09189411', '_has_part', '08946187'), ('08946187', '_instance_hypernym', '08698379')], '08698379')
([('08494782', '¬_has_part', '09198106'), ('09198106', '_has_part', '08567072'), ('08567072', '_instance_hypernym', '08574314')], '08574314')
([('08017614', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08015731')], '08392137')
([('09150662', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '08714966'), ('08714966', '_instance_hypernym', '08633957')], '08633957')
([('08950407', '¬_has_part', '08949093'), ('08949093', '_has_part', '08950230'), ('08950230', '_instance_hypernym', '08524735')], '08524735')
([('08027314', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08018666'), ('08018666', '_instance_hypernym', '08392137')], '08392137')
([('08849372', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '08746475'), ('08746475', '_instance_hypernym', '08633957')], '08633957')
([('08039312', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08046032'), ('08046032', '_instance_hypernym', '08392137')], '08392137')
([('11167952', '_instance_hypernym', '10536416'), ('10536416', '¬_instance_hypernym', '11056654'), ('11056654', '_instance_hypernym', '10624540')], '10624540')
([('08011523', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08018666'), ('08018666', '_instance_hypernym', '08392137')], '08392137')
([('15127982', '¬_has_part', '15126931'), ('15126931', '_instance_hypernym', '15248020'), ('15248020', '_has_part', '15247518')], '15247518')
([('08946909', '¬_has_part', '08749864'), ('08749864', '_has_part', '08989031'), ('08989031', '_instance_hypernym', '08544813')], '08544813')
([('15127307', '¬_has_part', '15126931'), ('15126931', '_instance_hypernym', '15248020'), ('15248020', '_has_part', '15247518')], '15247518')
([('08799123', '¬_has_part', '08798382'), ('08798382', '_instance_hypernym', '08574314'), ('08574314', '¬_instance_hypernym', '08794366')], '08574314')
([('08026904', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08033454')], '08392137')
([('09146111', '¬_has_part', '09141526'), ('09141526', '_has_part', '09143205'), ('09143205', '_instance_hypernym', '08524735')], '08524735')
([('08773679', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08762104'), ('08762104', '_instance_hypernym', '08524735')], '08524735')
([('08813264', '¬_has_part', '08812952'), ('08812952', '_has_part', '08813699'), ('08813699', '_instance_hypernym', '08524735')], '08524735')
([('08836886', '¬_has_part', '08836329'), ('08836329', '_instance_hypernym', '09203827'), ('09203827', 'NO_OP', '09203827')], '09203827')
([('08582613', '¬_has_part', '08588916'), ('08588916', '_hypernym', '08630039'), ('08630039', 'NO_OP', '08630039')], '08630039')
([('03812541', '¬_has_part', '08191987'), ('08191987', '_has_part', '08193645'), ('08193645', '_hypernym', '08337324')], '08337324')
([('15125097', '¬_has_part', '15124361'), ('15124361', '_has_part', '15124545'), ('15124545', '_instance_hypernym', '15247518')], '15247518')
([('08856037', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08849372'), ('08849372', '_instance_hypernym', '08524735')], '08524735')
([('08743945', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '09017005'), ('09017005', '_instance_hypernym', '08633957')], '08633957')
([('09038439', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08925957'), ('08925957', '_instance_hypernym', '08524735')], '08524735')
([('09028477', '¬_has_part', '09023321'), ('09023321', '_has_part', '09025189'), ('09025189', '_instance_hypernym', '08524735')], '08524735')
([('08765623', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09064264'), ('09064264', '_instance_hypernym', '08524735')], '08524735')
([('06433035', '¬_has_part', '06451891'), ('06451891', '_has_part', '06432715'), ('06432715', '_instance_hypernym', '06394865')], '06394865')
([('06437531', '¬_has_part', '06461077'), ('06461077', '_has_part', '06460524'), ('06460524', '_instance_hypernym', '06394865')], '06394865')
([('09150863', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08879680'), ('08879680', '_instance_hypernym', '08524735')], '08524735')
([('08908248', '¬_has_part', '08907606'), ('08907606', '_has_part', '08908739'), ('08908739', '_instance_hypernym', '09316454')], '09316454')
([('11301279', '_instance_hypernym', '10624540'), ('10624540', '¬_instance_hypernym', '11390364'), ('11390364', '_instance_hypernym', '10599806')], '10599806')
([('08727003', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08936833'), ('08936833', '_instance_hypernym', '08524735')], '08524735')
([('09026499', '_hypernym', '09023321'), ('09023321', '_has_part', '09026780'), ('09026780', '_instance_hypernym', '08524735')], '08524735')
([('10972495', '_instance_hypernym', '10123844'), ('10123844', '¬_instance_hypernym', '10878161'), ('10878161', '_instance_hypernym', '10650162')], '10650162')
([('09084196', '¬_has_part', '09082540'), ('09082540', '_has_part', '09083659'), ('09083659', '_instance_hypernym', '08524735')], '08524735')
([('08950230', '¬_has_part', '08949093'), ('08949093', '_has_part', '08950649'), ('08950649', '_instance_hypernym', '08524735')], '08524735')
([('08725161', '¬_has_part', '08723006'), ('08723006', '_has_part', '08729452'), ('08729452', '_instance_hypernym', '08524735')], '08524735')
([('06431496', '_has_part', '06431156'), ('06431156', '_instance_hypernym', '06429590'), ('06429590', '¬_hypernym', '06464419')], '06429590')
([('08895497', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09034402'), ('09034402', '_instance_hypernym', '08524735')], '08524735')
([('10873059', '_instance_hypernym', '10650162'), ('10650162', '¬_instance_hypernym', '10897946'), ('10897946', '_instance_hypernym', '10380672')], '10380672')
([('11402463', '_instance_hypernym', '10444194'), ('10444194', '¬_instance_hypernym', '11070644'), ('11070644', '_instance_hypernym', '10030277')], '10030277')
([('02907985', '¬_member_meronym', '08232706'), ('08232706', '_member_meronym', '03109350'), ('03109350', '_instance_hypernym', '04511002')], '04511002')
([('08924238', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08727396'), ('08727396', '_instance_hypernym', '08524735')], '08524735')
([('08856793', '¬_has_part', '08853741'), ('08853741', '_has_part', '08857260'), ('08857260', '_instance_hypernym', '08524735')], '08524735')
([('11302062', '_instance_hypernym', '09980090'), ('09980090', '¬_instance_hypernym', '10916731'), ('10916731', '_instance_hypernym', '09765278')], '09765278')
([('09110422', '¬_has_part', '09044862'), ('09044862', '_has_part', '09099526'), ('09099526', '_instance_hypernym', '08655464')], '08655464')
([('03812541', '¬_has_part', '08191987'), ('08191987', '_hypernym', '08337324'), ('08337324', '¬_hypernym', '08396537')], '08337324')
([('08744750', '¬_has_part', '08740875'), ('08740875', '_has_part', '08745011'), ('08745011', '_instance_hypernym', '08524735')], '08524735')
([('09131205', '¬_has_part', '09130076'), ('09130076', '_has_part', '09130452'), ('09130452', '_instance_hypernym', '08524735')], '08524735')
([('08037861', '¬_member_of_domain_region', '08798771'), ('08798771', '_member_of_domain_region', '08013653'), ('08013653', '_instance_hypernym', '08392137')], '08392137')
([('08998560', '¬_has_part', '09189411'), ('09189411', '_has_part', '08996871'), ('08996871', '_instance_hypernym', '08698379')], '08698379')
([('09102883', '¬_has_part', '09102016'), ('09102016', '_has_part', '09102517'), ('09102517', '_instance_hypernym', '08524735')], '08524735')
([('09066799', '¬_has_part', '09060768'), ('09060768', '_has_part', '09062015'), ('09062015', '_instance_hypernym', '08524735')], '08524735')
([('09000462', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '08994834'), ('08994834', '_instance_hypernym', '08633957')], '08633957')
([('09142887', '¬_has_part', '09141526'), ('09141526', '_has_part', '09145851'), ('09145851', '_instance_hypernym', '08524735')], '08524735')
([('08877382', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09164417'), ('09164417', '_instance_hypernym', '08524735')], '08524735')
([('09100982', '_instance_hypernym', '08638442'), ('08638442', '¬_instance_hypernym', '09074431'), ('09074431', '_instance_hypernym', '08665504')], '08665504')
([('09072810', '¬_has_part', '09071690'), ('09071690', '_has_part', '09075329'), ('09075329', '_instance_hypernym', '08524735')], '08524735')
([('08902753', '¬_has_part', '08900535'), ('08900535', '_has_part', '08902422'), ('08902422', '_instance_hypernym', '08574314')], '08574314')
([('08770013', '¬_member_meronym', '08304135'), ('08304135', '_member_meronym', '08851034'), ('08851034', '_instance_hypernym', '08524735')], '08524735')
([('09040839', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '08924238'), ('08924238', '_instance_hypernym', '08633957')], '08633957')
([('11295936', '_instance_hypernym', '10030277'), ('10030277', '_hypernym', '10794014'), ('10794014', '¬_derivationally_related_form', '01704452')], '10794014')
([('08877382', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08879680'), ('08879680', '_instance_hypernym', '08524735')], '08524735')
([('08855763', '¬_has_part', '08853741'), ('08853741', '_has_part', '08857099'), ('08857099', '_instance_hypernym', '08524735')], '08524735')
([('08898633', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09012530'), ('09012530', '_instance_hypernym', '08691669')], '08691669')
([('08541454', '¬_has_part', '09198106'), ('09198106', '_has_part', '08678253'), ('08678253', '_instance_hypernym', '08574314')], '08574314')
([('06435916', '¬_has_part', '06453324'), ('06453324', '_has_part', '06437137'), ('06437137', '_instance_hypernym', '06394865')], '06394865')
([('15126361', '¬_has_part', '15126175'), ('15126175', '_instance_hypernym', '15248020'), ('15248020', '_has_part', '15247518')], '15247518')
([('08789970', '¬_has_part', '08780881'), ('08780881', '_has_part', '08787695'), ('08787695', '_instance_hypernym', '08574314')], '08574314')
([('09001007', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08936303'), ('08936303', '_instance_hypernym', '08524735')], '08524735')
([('08747737', '_has_part', '08748280'), ('08748280', '_has_part', '08749864'), ('08749864', '_instance_hypernym', '09203827')], '09203827')
([('08018983', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '_hypernym', '08472335')], '08392137')
([('09084196', '¬_has_part', '09082540'), ('09082540', '_has_part', '09083659'), ('09083659', '_instance_hypernym', '08524735')], '08524735')
([('08946812', '¬_has_part', '08946187'), ('08946187', '_has_part', '08946715'), ('08946715', '_instance_hypernym', '08524735')], '08524735')
([('08846626', '¬_has_part', '08845555'), ('08845555', '_has_part', '08846739'), ('08846739', '_instance_hypernym', '08524735')], '08524735')
([('08925957', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08721145'), ('08721145', '_instance_hypernym', '08524735')], '08524735')
([('08993288', '¬_has_part', '08910394'), ('08910394', '_has_part', '08848094'), ('08848094', '_instance_hypernym', '08700255')], '08700255')
([('08964474', '¬_has_part', '08843215'), ('08843215', '_has_part', '08964099'), ('08964099', '_instance_hypernym', '08552138')], '08552138')
([('08807894', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '08924238'), ('08924238', '_instance_hypernym', '08633957')], '08633957')
([('08956461', '¬_has_part', '08955626'), ('08955626', '_has_part', '08956574'), ('08956574', '_instance_hypernym', '08524735')], '08524735')
([('09064594', '¬_has_part', '09060768'), ('09060768', '_has_part', '09062015'), ('09062015', '_instance_hypernym', '08524735')], '08524735')
([('09073697', '¬_has_part', '09071690'), ('09071690', '_has_part', '09073938'), ('09073938', '_instance_hypernym', '08524735')], '08524735')
([('08015731', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08041484')], '08392137')
([('08956574', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08895497'), ('08895497', '_instance_hypernym', '08524735')], '08524735')
([('09165146', '¬_has_part', '09164561'), ('09164561', '_has_part', '09165294'), ('09165294', '_instance_hypernym', '08524735')], '08524735')
([('08762104', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08935212'), ('08935212', '_instance_hypernym', '08524735')], '08524735')
([('08818835', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08983742'), ('08983742', '_instance_hypernym', '08524735')], '08524735')
([('08727003', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08798195'), ('08798195', '_instance_hypernym', '08524735')], '08524735')
([('09138538', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09164417'), ('09164417', '_instance_hypernym', '08524735')], '08524735')
([('09134386', '_has_part', '09192973'), ('09192973', '¬_has_part', '09117351'), ('09117351', '_instance_hypernym', '08655464')], '08655464')
([('06441607', '¬_has_part', '06453849'), ('06453849', '_has_part', '06455138'), ('06455138', '¬_instance_hypernym', '06441973')], '06455138')
([('09167767', '_has_part', '09171674'), ('09171674', 'NO_OP', '09171674'), ('09171674', '_instance_hypernym', '08505573')], '08505573')
([('09000462', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08911602'), ('08911602', '_instance_hypernym', '08524735')], '08524735')
([('09020440', '¬_has_part', '09207288'), ('09207288', '_has_part', '08852209'), ('08852209', '_instance_hypernym', '08700255')], '08700255')
