WN18RR, _also_see_WN18_generic_PPO_simple_embedding_100
([('01116380', '¬_also_see', '02461723'), ('02461723', '¬_derivationally_related_form', '06756407'), ('06756407', '¬_derivationally_related_form', '00835903')], '02461723')
([('01076793', '¬_also_see', '01244410'), ('01244410', '¬_also_see', '00996448'), ('00996448', '¬_also_see', '00075515')], '01244410')
([('02318464', '¬_also_see', '01222360'), ('01222360', '_also_see', '02179279'), ('02179279', '¬_also_see', '01932973')], '01222360')
([('01131043', '¬_also_see', '02037272'), ('02037272', '¬_also_see', '02513740'), ('02513740', '_also_see', '01549291')], '02513740')
([('00227507', '_also_see', '02341266'), ('02341266', '¬_also_see', '00227507'), ('00227507', '¬_also_see', '00504592')], '00504592')
([('00588797', 'NO_OP', '00588797'), ('00588797', '¬_also_see', '01148283'), ('01148283', '_hypernym', '01127623')], '01148283')
([('02290998', '¬_also_see', '01754421'), ('01754421', '_derivationally_related_form', '05053215'), ('05053215', 'NO_OP', '05053215')], '01754421')
([('00999817', 'NO_OP', '00999817'), ('00999817', 'NO_OP', '00999817'), ('00999817', '¬_also_see', '01148283')], '01148283')
([('01837744', '¬_also_see', '00021766'), ('00021766', 'NO_OP', '00021766'), ('00021766', '_also_see', '00631391')], '00021766')
([('01116380', 'NO_OP', '01116380'), ('01116380', '¬_also_see', '02180797'), ('02180797', '_also_see', '01116380')], '02180797')
([('00227507', '¬_derivationally_related_form', '00127531'), ('00127531', '_derivationally_related_form', '00227507'), ('00227507', '¬_also_see', '01123148')], '01123148')
([('00111129', '¬_also_see', '01430111'), ('01430111', '_also_see', '00464513'), ('00464513', '_derivationally_related_form', '04821277')], '01430111')
([('02360448', '¬_also_see', '01886407'), ('01886407', '¬_also_see', '02523275'), ('02523275', '_derivationally_related_form', '05042871')], '02523275')
([('01870889', '¬_also_see', '01865197'), ('01865197', '¬_also_see', '00643250'), ('00643250', '¬_derivationally_related_form', '01640207')], '01865197')
([('02566015', '¬_also_see', '00695523'), ('00695523', '_also_see', '02566015'), ('02566015', '¬_also_see', '00695523')], '00695523')
([('01899360', 'NO_OP', '01899360'), ('01899360', '¬_also_see', '00311663'), ('00311663', '_derivationally_related_form', '04664964')], '00311663')
([('02098325', '¬_also_see', '00101800'), ('00101800', '¬_derivationally_related_form', '10047199'), ('10047199', '¬_derivationally_related_form', '00101800')], '00101800')
([('00873603', '¬_also_see', '00804695'), ('00804695', '_also_see', '02278939'), ('02278939', '¬_derivationally_related_form', '04631700')], '00804695')
([('02099019', '¬_also_see', '01111016'), ('01111016', 'NO_OP', '01111016'), ('01111016', '_derivationally_related_form', '01085937')], '01111016')
([('01548193', '¬_also_see', '00360650'), ('00360650', '¬_also_see', '02513269'), ('02513269', '_also_see', '01129977')], '01129977')
([('00508192', '¬_also_see', '00561036'), ('00561036', '_also_see', '00508192'), ('00508192', '_also_see', '02064745')], '00561036')
([('00550282', 'NO_OP', '00550282'), ('00550282', '¬_also_see', '00684480'), ('00684480', '¬_derivationally_related_form', '00701877')], '00684480')
([('01059400', '¬_also_see', '02095311'), ('02095311', '¬_also_see', '01059400'), ('01059400', '_derivationally_related_form', '04777098')], '02095311')
([('00439588', '¬_also_see', '01336587'), ('01336587', '_also_see', '00439588'), ('00439588', '¬_derivationally_related_form', '05645597')], '01336587')
([('00226618', 'NO_OP', '00226618'), ('00226618', 'NO_OP', '00226618'), ('00226618', '¬_also_see', '01159655')], '01159655')
([('00763901', '¬_also_see', '01222360'), ('01222360', '¬_also_see', '00763901'), ('00763901', '¬_also_see', '01222360')], '01222360')
([('02531422', '¬_also_see', '00087152'), ('00087152', '¬_also_see', '02531422'), ('02531422', '¬_also_see', '00087152')], '00087152')
([('02043898', '¬_also_see', '02040652'), ('02040652', '¬_derivationally_related_form', '05072911'), ('05072911', 'NO_OP', '05072911')], '02040652')
([('01675190', '¬_also_see', '00487653'), ('00487653', 'NO_OP', '00487653'), ('00487653', 'NO_OP', '00487653')], '00487653')
([('02105375', '_also_see', '02363358'), ('02363358', '_also_see', '02105375'), ('02105375', '¬_also_see', '02102796')], '02102796')
([('00956131', '¬_also_see', '01943406'), ('01943406', '¬_also_see', '02498708'), ('02498708', 'NO_OP', '02498708')], '01943406')
([('00419289', '¬_derivationally_related_form', '14498096'), ('14498096', '_derivationally_related_form', '00419289'), ('00419289', '¬_also_see', '02424254')], '02424254')
([('00684480', '¬_also_see', '00550282'), ('00550282', '_derivationally_related_form', '01021420'), ('01021420', '¬_hypernym', '00763399')], '00550282')
([('01270175', '¬_also_see', '00976508'), ('00976508', '¬_also_see', '01270175'), ('01270175', '_derivationally_related_form', '05060189')], '00976508')
([('00190115', '¬_also_see', '00570590'), ('00570590', '¬_also_see', '02102484'), ('02102484', '¬_also_see', '00570590')], '00570590')
([('02512922', '_derivationally_related_form', '01242716'), ('01242716', '¬_derivationally_related_form', '02512922'), ('02512922', '¬_also_see', '01740892')], '01740892')
([('02410393', 'NO_OP', '02410393'), ('02410393', '¬_also_see', '00986027'), ('00986027', '_also_see', '02410393')], '00986027')
([('00227507', '¬_member_of_domain_usage', '06693870'), ('06693870', '_member_of_domain_usage', '00227507'), ('00227507', '¬_also_see', '00504592')], '00504592')
([('01611067', '¬_also_see', '02559180'), ('02559180', 'NO_OP', '02559180'), ('02559180', '_also_see', '02274253')], '02559180')
([('00186616', '¬_also_see', '00190115'), ('00190115', '¬_also_see', '02102484'), ('02102484', 'NO_OP', '02102484')], '00190115')
([('00834198', '¬_also_see', '00838856'), ('00838856', '_derivationally_related_form', '05199869'), ('05199869', '¬_derivationally_related_form', '00834198')], '00838856')
([('01401854', '¬_also_see', '01407465'), ('01407465', 'NO_OP', '01407465'), ('01407465', 'NO_OP', '01407465')], '01407465')
([('00289365', '¬_also_see', '01749320'), ('01749320', '_also_see', '00289365'), ('00289365', 'NO_OP', '00289365')], '01749320')
([('02512922', '¬_also_see', '01740892'), ('01740892', '¬_also_see', '01246579'), ('01246579', '_also_see', '01740892')], '01740892')
([('00289082', '¬_also_see', '02274253'), ('02274253', '_also_see', '02559180'), ('02559180', '_also_see', '01611067')], '02274253')
([('01475831', '¬_also_see', '01483324'), ('01483324', '_derivationally_related_form', '04666615'), ('04666615', '¬_derivationally_related_form', '01483324')], '01483324')
([('00503982', '¬_also_see', '00889831'), ('00889831', '_also_see', '02062670'), ('02062670', '_also_see', '00889831')], '00889831')
([('00902652', 'NO_OP', '00902652'), ('00902652', '¬_also_see', '01279978'), ('01279978', '_derivationally_related_form', '14436438')], '01279978')
([('00638981', '¬_also_see', '02099019'), ('02099019', '¬_derivationally_related_form', '01085937'), ('01085937', '¬_derivationally_related_form', '01111016')], '02099019')
([('02519555', '_derivationally_related_form', '00552253'), ('00552253', '¬_derivationally_related_form', '02519555'), ('02519555', '¬_also_see', '00583990')], '00583990')
([('01226240', '_derivationally_related_form', '04868748'), ('04868748', '¬_derivationally_related_form', '01222360'), ('01222360', '_also_see', '00763901')], '01222360')
([('01244410', '¬_also_see', '01076793'), ('01076793', '_also_see', '02531422'), ('02531422', '_also_see', '00087152')], '01076793')
([('01222360', 'NO_OP', '01222360'), ('01222360', '_also_see', '01115349'), ('01115349', '_also_see', '02179279')], '02179279')
([('01782519', '¬_also_see', '02056880'), ('02056880', '¬_also_see', '01180695'), ('01180695', 'NO_OP', '01180695')], '02056880')
([('01222360', '_derivationally_related_form', '04868748'), ('04868748', '_derivationally_related_form', '01226240'), ('01226240', '_derivationally_related_form', '04868748')], '01226240')
([('02513269', '¬_also_see', '01548193'), ('01548193', '_also_see', '01129977'), ('01129977', '¬_also_see', '02036578')], '01548193')
([('01484083', 'NO_OP', '01484083'), ('01484083', '¬_also_see', '01477806'), ('01477806', '¬_derivationally_related_form', '05008943')], '01477806')
([('00583990', '¬_also_see', '02291843'), ('02291843', '_also_see', '01755627'), ('01755627', '¬_also_see', '02291843')], '02291843')
([('00732960', '¬_also_see', '01459422'), ('01459422', '¬_also_see', '01463965'), ('01463965', '_derivationally_related_form', '04627000')], '01459422')
([('00224166', '¬_derivationally_related_form', '04846533'), ('04846533', '_derivationally_related_form', '00224166'), ('00224166', '¬_also_see', '00227003')], '00227003')
([('02273326', '_also_see', '00681094'), ('00681094', 'NO_OP', '00681094'), ('00681094', '¬_also_see', '00289365')], '00289365')
([('00645493', '¬_also_see', '00647070'), ('00647070', 'NO_OP', '00647070'), ('00647070', 'NO_OP', '00647070')], '00647070')
([('00186616', 'NO_OP', '00186616'), ('00186616', '¬_also_see', '00091311'), ('00091311', '¬_derivationally_related_form', '05705722')], '00091311')
([('01158572', 'NO_OP', '01158572'), ('01158572', '¬_hypernym', '02267989'), ('02267989', '¬_verb_group', '01157517')], '01157517')
([('02368336', 'NO_OP', '02368336'), ('02368336', '¬_also_see', '02337667'), ('02337667', '¬_also_see', '02368336')], '02337667')
([('00583990', '¬_also_see', '00344125'), ('00344125', '_derivationally_related_form', '04733640'), ('04733640', '¬_hypernym', '04735233')], '00344125')
([('02238462', '¬_also_see', '01960656'), ('01960656', '_also_see', '02238462'), ('02238462', '¬_also_see', '02230990')], '02230990')
([('00190115', '_also_see', '02102484'), ('02102484', '_also_see', '00570590'), ('00570590', '_derivationally_related_form', '05675130')], '00570590')
([('01947266', '¬_also_see', '00849357'), ('00849357', 'NO_OP', '00849357'), ('00849357', '_derivationally_related_form', '04812268')], '00849357')
([('01824751', '¬_also_see', '01002377'), ('01002377', '_also_see', '01824751'), ('01824751', '_derivationally_related_form', '05204637')], '01002377')
([('00625774', '¬_also_see', '00627410'), ('00627410', '_also_see', '00625774'), ('00625774', '¬_derivationally_related_form', '13960117')], '00627410')
([('00428404', 'NO_OP', '00428404'), ('00428404', '¬_also_see', '00779374'), ('00779374', 'NO_OP', '00779374')], '00779374')
([('00631391', '¬_also_see', '01878466'), ('01878466', 'NO_OP', '01878466'), ('01878466', 'NO_OP', '01878466')], '01878466')
([('00033574', '¬_also_see', '00875712'), ('00875712', '¬_also_see', '00033574'), ('00033574', '¬_derivationally_related_form', '04635631')], '00875712')
([('01222360', '¬_also_see', '01226240'), ('01226240', '¬_also_see', '01588172'), ('01588172', '¬_also_see', '01226240')], '01226240')
([('00091311', '¬_also_see', '00804695'), ('00804695', '¬_also_see', '00873603'), ('00873603', '_derivationally_related_form', '14050143')], '00804695')
([('01475282', '¬_also_see', '00695523'), ('00695523', 'NO_OP', '00695523'), ('00695523', '¬_also_see', '01613463')], '01613463')
([('02319129', '¬_also_see', '01222884'), ('01222884', '_also_see', '02461723'), ('02461723', '_also_see', '00632438')], '01222884')
([('02123812', 'NO_OP', '02123812'), ('02123812', '¬_also_see', '02495922'), ('02495922', '¬_also_see', '02123812')], '02495922')
([('02337667', '¬_also_see', '02368336'), ('02368336', 'NO_OP', '02368336'), ('02368336', 'NO_OP', '02368336')], '02368336')
([('01835496', '¬_hypernym', '01970826'), ('01970826', '_hypernym', '01835496'), ('01835496', '¬_hypernym', '01886488')], '01970826')
([('01129977', '¬_also_see', '02584981'), ('02584981', '_also_see', '01129977'), ('01129977', '_also_see', '02034828')], '02584981')
([('02461723', '¬_also_see', '01222884'), ('01222884', '¬_also_see', '02180797'), ('02180797', '_also_see', '01934554')], '01222884')
([('02517265', '¬_also_see', '01748318'), ('01748318', '_also_see', '02517265'), ('02517265', '¬_also_see', '01705655')], '01705655')
([('01368192', '¬_also_see', '01364008'), ('01364008', '¬_also_see', '01149494'), ('01149494', '_also_see', '00909363')], '01149494')
([('01226240', '¬_also_see', '01222360'), ('01222360', '_also_see', '01309991'), ('01309991', '_derivationally_related_form', '04880830')], '01222360')
([('02102484', '¬_also_see', '00190115'), ('00190115', '_also_see', '00570590'), ('00570590', '_also_see', '00190115')], '00570590')
([('02412164', '¬_also_see', '02561888'), ('02561888', 'NO_OP', '02561888'), ('02561888', '¬_derivationally_related_form', '09365863')], '02561888')
([('01748318', '¬_also_see', '02517265'), ('02517265', '_also_see', '01705655'), ('01705655', '¬_also_see', '00941485')], '02517265')
([('00900616', 'NO_OP', '00900616'), ('00900616', '¬_also_see', '00655779'), ('00655779', '¬_also_see', '00900616')], '00655779')
([('02164402', '¬_derivationally_related_form', '05172596'), ('05172596', '_derivationally_related_form', '01279978'), ('01279978', 'NO_OP', '01279978')], '01279978')
([('00077645', '¬_also_see', '00251809'), ('00251809', '_also_see', '00264776'), ('00264776', '¬_also_see', '01589217')], '00251809')
([('02161432', '¬_derivationally_related_form', '05168261'), ('05168261', '_derivationally_related_form', '01275562'), ('01275562', 'NO_OP', '01275562')], '01275562')
([('00227507', '_derivationally_related_form', '00127531'), ('00127531', '¬_derivationally_related_form', '00227507'), ('00227507', '¬_also_see', '00504592')], '00504592')
([('01801600', '¬_also_see', '01587077'), ('01587077', 'NO_OP', '01587077'), ('01587077', '_derivationally_related_form', '04842515')], '01587077')
([('00619972', 'NO_OP', '00619972'), ('00619972', '¬_also_see', '01195536'), ('01195536', '¬_also_see', '02495922')], '01195536')
([('01589217', '¬_also_see', '00264776'), ('00264776', '_also_see', '01589217'), ('01589217', '¬_also_see', '00904548')], '00904548')
([('02464693', '¬_also_see', '01222360'), ('01222360', '_also_see', '02464693'), ('02464693', '_derivationally_related_form', '13929852')], '01222360')
([('00627849', '¬_also_see', '00629997'), ('00629997', '_derivationally_related_form', '04760771'), ('04760771', '¬_derivationally_related_form', '00629997')], '00629997')
([('01369663', '¬_also_see', '00956131'), ('00956131', '¬_also_see', '01943406'), ('01943406', '¬_derivationally_related_form', '05160574')], '00956131')
([('02560548', '_also_see', '02410393'), ('02410393', '¬_also_see', '02560548'), ('02560548', '¬_also_see', '00525453')], '00525453')
([('01319874', '¬_also_see', '02036578'), ('02036578', '¬_also_see', '02584981'), ('02584981', 'NO_OP', '02584981')], '02036578')
([('01763813', '¬_also_see', '01887076'), ('01887076', '¬_derivationally_related_form', '01128193'), ('01128193', 'NO_OP', '01128193')], '01887076')
([('01908039', 'NO_OP', '01908039'), ('01908039', '¬_also_see', '00427786'), ('00427786', '¬_also_see', '01908039')], '00427786')
([('02762981', '¬_derivationally_related_form', '13481883'), ('13481883', '¬_derivationally_related_form', '02762806'), ('02762806', '_derivationally_related_form', '13481883')], '02762806')
([('02460502', '¬_also_see', '01115349'), ('01115349', 'NO_OP', '01115349'), ('01115349', '¬_also_see', '02179279')], '02179279')
([('01878466', '_derivationally_related_form', '04898437'), ('04898437', '_derivationally_related_form', '01878466'), ('01878466', '¬_also_see', '02034828')], '02034828')
([('00190115', '¬_also_see', '00186616'), ('00186616', 'NO_OP', '00186616'), ('00186616', '¬_also_see', '00570590')], '00570590')
([('02166346', '¬_also_see', '02174896'), ('02174896', '_also_see', '02166346'), ('02166346', 'NO_OP', '02166346')], '02174896')
([('02517265', '¬_also_see', '01748318'), ('01748318', '¬_also_see', '02517265'), ('02517265', '_also_see', '01705655')], '01748318')
([('02100709', '¬_also_see', '01646941'), ('01646941', 'NO_OP', '01646941'), ('01646941', '_derivationally_related_form', '14425974')], '01646941')
([('02056880', '¬_also_see', '01180695'), ('01180695', '¬_also_see', '02577061'), ('02577061', '¬_also_see', '01180695')], '01180695')
([('01612053', '¬_also_see', '00696518'), ('00696518', '_also_see', '02451113'), ('02451113', '¬_derivationally_related_form', '04905188')], '02451113')
([('01781478', '¬_also_see', '02578235'), ('02578235', '¬_also_see', '01781478'), ('01781478', '¬_also_see', '01783158')], '01783158')
([('00311663', '¬_also_see', '00754873'), ('00754873', '¬_also_see', '00311663'), ('00311663', '_also_see', '01899360')], '00754873')
([('00548781', '¬_also_see', '02383831'), ('02383831', '¬_also_see', '00548781'), ('00548781', '¬_also_see', '02383831')], '02383831')
([('00404202', '¬_also_see', '00386392'), ('00386392', '¬_also_see', '00404202'), ('00404202', '¬_derivationally_related_form', '04958634')], '00386392')
([('00532892', '¬_also_see', '00428404'), ('00428404', '_also_see', '00779374'), ('00779374', '_derivationally_related_form', '04702688')], '00428404')
([('01908039', '¬_derivationally_related_form', '14487184'), ('14487184', '¬_derivationally_related_form', '00427786'), ('00427786', '_derivationally_related_form', '14487184')], '00427786')
([('01834304', '¬_also_see', '01821266'), ('01821266', '¬_also_see', '01834304'), ('01834304', '_also_see', '00013160')], '01821266')
([('02321009', '¬_also_see', '02037708'), ('02037708', '¬_also_see', '00707366'), ('00707366', 'NO_OP', '00707366')], '02037708')
([('00828779', '¬_also_see', '02446651'), ('02446651', '_derivationally_related_form', '00514871'), ('00514871', '_derivationally_related_form', '15068436')], '02446651')
([('00904548', 'NO_OP', '00904548'), ('00904548', '¬_also_see', '01589217'), ('01589217', '¬_also_see', '00904548')], '01589217')
([('01131043', '_also_see', '02513740'), ('02513740', '_also_see', '02035337'), ('02035337', '_also_see', '01880531')], '02035337')
([('00251809', 'NO_OP', '00251809'), ('00251809', '¬_also_see', '00077645'), ('00077645', '¬_also_see', '00251809')], '00077645')
([('00464513', '¬_also_see', '01430111'), ('01430111', '_also_see', '01925372'), ('01925372', '¬_also_see', '00464513')], '01925372')
([('01746605', '¬_also_see', '02515341'), ('02515341', 'NO_OP', '02515341'), ('02515341', 'NO_OP', '02515341')], '02515341')
([('00571643', 'NO_OP', '00571643'), ('00571643', '¬_also_see', '02102796'), ('02102796', '_also_see', '00191603')], '02102796')
([('00902652', 'NO_OP', '00902652'), ('00902652', '¬_also_see', '01279978'), ('01279978', '_also_see', '02164402')], '01279978')
([('01983797', '¬_also_see', '01227137'), ('01227137', '¬_also_see', '01222884'), ('01222884', '_also_see', '02180797')], '01227137')
([('00174379', 'NO_OP', '00174379'), ('00174379', '¬_also_see', '01918984'), ('01918984', 'NO_OP', '01918984')], '01918984')
([('00839619', 'NO_OP', '00839619'), ('00839619', 'NO_OP', '00839619'), ('00839619', '¬_also_see', '00510050')], '00510050')
([('02531422', '¬_also_see', '00856860'), ('00856860', 'NO_OP', '00856860'), ('00856860', '¬_derivationally_related_form', '04629194')], '00856860')
([('01257612', 'NO_OP', '01257612'), ('01257612', '¬_also_see', '02531422'), ('02531422', '_also_see', '00856860')], '02531422')
([('00903668', '¬_also_see', '00900616'), ('00900616', '¬_also_see', '01580050'), ('01580050', '_derivationally_related_form', '09367203')], '01580050')
([('00788821', '¬_also_see', '00156839'), ('00156839', '¬_also_see', '00251809'), ('00251809', '¬_also_see', '00156839')], '00156839')
([('00344125', 'NO_OP', '00344125'), ('00344125', '¬_also_see', '00583990'), ('00583990', '_also_see', '02519555')], '00583990')
([('00853776', '_also_see', '01725712'), ('01725712', '¬_also_see', '00853776'), ('00853776', '¬_also_see', '02530861')], '02530861')
([('01870889', '¬_also_see', '00064479'), ('00064479', '¬_also_see', '01660994'), ('01660994', '¬_derivationally_related_form', '14483917')], '00064479')
([('00227003', '¬_also_see', '01160031'), ('01160031', 'NO_OP', '01160031'), ('01160031', '¬_also_see', '00227003')], '01160031')
([('01115349', '¬_also_see', '02179279'), ('02179279', '¬_also_see', '02460502'), ('02460502', '¬_also_see', '01222360')], '02460502')
([('01195536', 'NO_OP', '01195536'), ('01195536', '¬_also_see', '02495922'), ('02495922', '_also_see', '00834198')], '02495922')
([('01918984', 'NO_OP', '01918984'), ('01918984', '¬_also_see', '01454636'), ('01454636', '¬_also_see', '01918984')], '01454636')
([('00638981', 'NO_OP', '00638981'), ('00638981', '¬_also_see', '01372049'), ('01372049', '¬_also_see', '00638981')], '01372049')
([('00133417', '_derivationally_related_form', '04995531'), ('04995531', '_derivationally_related_form', '00133417'), ('00133417', '¬_also_see', '01716227')], '01716227')
([('02180797', '¬_also_see', '02461723'), ('02461723', '¬_also_see', '01222884'), ('01222884', '_also_see', '02461723')], '01222884')
([('01131043', '¬_also_see', '01549291'), ('01549291', '¬_also_see', '02035337'), ('02035337', '_also_see', '01131043')], '01549291')
([('01156834', '¬_hypernym', '01197980'), ('01197980', 'NO_OP', '01197980'), ('01197980', '¬_also_see', '01156834')], '01197980')
([('01222884', '¬_also_see', '01227137'), ('01227137', '_also_see', '01983797'), ('01983797', 'NO_OP', '01983797')], '01227137')
([('01880531', '¬_also_see', '00683185'), ('00683185', '¬_also_see', '01880531'), ('01880531', '_derivationally_related_form', '04901326')], '00683185')
([('00016756', 'NO_OP', '00016756'), ('00016756', '¬_also_see', '00106456'), ('00106456', '_also_see', '00016756')], '00106456')
([('00835609', '¬_also_see', '01827535'), ('01827535', '_also_see', '02324397'), ('02324397', '¬_derivationally_related_form', '05040275')], '01827535')
([('02510879', '_derivationally_related_form', '05037813'), ('05037813', '¬_derivationally_related_form', '02510879'), ('02510879', '¬_also_see', '01244410')], '01244410')
([('02037708', '¬_also_see', '02321009'), ('02321009', '_also_see', '00707366'), ('00707366', '¬_also_see', '02321009')], '00707366')
([('01934554', '¬_also_see', '01116380'), ('01116380', '¬_also_see', '02461723'), ('02461723', '_also_see', '00632438')], '01116380')
([('02584981', '¬_also_see', '01226240'), ('01226240', '¬_also_see', '01588172'), ('01588172', '_member_meronym', '01588858')], '01226240')
([('00976508', '¬_also_see', '01270175'), ('01270175', '_derivationally_related_form', '05060189'), ('05060189', '_hypernym', '05058140')], '01270175')
([('01716227', '_also_see', '00133417'), ('00133417', '¬_also_see', '02395115'), ('02395115', '¬_also_see', '01073822')], '02395115')
([('01002377', 'NO_OP', '01002377'), ('01002377', '¬_also_see', '01824751'), ('01824751', 'NO_OP', '01824751')], '01824751')
([('00427786', '¬_also_see', '01908039'), ('01908039', '_also_see', '00427786'), ('00427786', 'NO_OP', '00427786')], '01908039')
([('02531422', '¬_also_see', '01076793'), ('01076793', '¬_also_see', '00561036'), ('00561036', '¬_also_see', '00508192')], '01076793')
([('00548781', 'NO_OP', '00548781'), ('00548781', '¬_also_see', '02383831'), ('02383831', '_also_see', '00548781')], '02383831')
([('02460502', '_also_see', '01115349'), ('01115349', '_also_see', '02179279'), ('02179279', '¬_also_see', '01932973')], '02179279')
([('01370561', '_derivationally_related_form', '00136329'), ('00136329', '¬_derivationally_related_form', '01372556'), ('01372556', '_also_see', '02401809')], '02401809')
([('00510050', '¬_also_see', '00839619'), ('00839619', '¬_also_see', '00510050'), ('00510050', '¬_derivationally_related_form', '05153520')], '00839619')
([('01275562', '_derivationally_related_form', '05168261'), ('05168261', '¬_hypernym', '05169813'), ('05169813', '¬_derivationally_related_form', '02161432')], '02161432')
([('01943406', 'NO_OP', '01943406'), ('01943406', '¬_also_see', '00956131'), ('00956131', '¬_derivationally_related_form', '04850117')], '00956131')
([('02079029', '¬_also_see', '00647542'), ('00647542', 'NO_OP', '00647542'), ('00647542', '¬_derivationally_related_form', '06710546')], '00647542')
([('02321009', 'NO_OP', '02321009'), ('02321009', '¬_also_see', '00707366'), ('00707366', 'NO_OP', '00707366')], '00707366')
([('00510050', '¬_also_see', '01911053'), ('01911053', '¬_also_see', '00510050'), ('00510050', '¬_also_see', '00839619')], '01911053')
([('02389220', '¬_also_see', '02451951'), ('02451951', '_also_see', '01475282'), ('01475282', '_also_see', '01613463')], '02451951')
([('02523275', '_also_see', '02094755'), ('02094755', '¬_also_see', '01886407'), ('01886407', '¬_also_see', '02360448')], '02360448')
([('01407465', '¬_also_see', '00179486'), ('00179486', 'NO_OP', '00179486'), ('00179486', '¬_also_see', '01407465')], '00179486')
([('00583239', '¬_also_see', '02290998'), ('02290998', '¬_also_see', '01754421'), ('01754421', '¬_derivationally_related_form', '05053215')], '02290998')
([('02290998', '_also_see', '01754421'), ('01754421', '_also_see', '02290998'), ('02290998', '¬_also_see', '00583239')], '00583239')
([('01613463', '_also_see', '01475282'), ('01475282', '¬_also_see', '01613463'), ('01613463', '¬_also_see', '02451951')], '02451951')
([('01133876', '¬_also_see', '01800349'), ('01800349', '¬_also_see', '01133876'), ('01133876', '¬_also_see', '01372049')], '01372049')
([('01244410', '¬_also_see', '00082241'), ('00082241', '¬_derivationally_related_form', '04837232'), ('04837232', 'NO_OP', '04837232')], '00082241')
([('01180695', '¬_also_see', '02056880'), ('02056880', '_also_see', '02577061'), ('02577061', '_derivationally_related_form', '05670972')], '02056880')
([('02274253', '¬_also_see', '00289082'), ('00289082', '¬_also_see', '01752167'), ('01752167', '¬_derivationally_related_form', '14462666')], '00289082')
([('01131043', '¬_also_see', '01549291'), ('01549291', '_also_see', '01131043'), ('01131043', '_also_see', '02037272')], '01549291')
([('00914421', '¬_also_see', '01749320'), ('01749320', 'NO_OP', '01749320'), ('01749320', 'NO_OP', '01749320')], '01749320')
([('00404202', '¬_also_see', '00386392'), ('00386392', '_derivationally_related_form', '00524530'), ('00524530', '_derivationally_related_form', '00386392')], '00386392')
([('02100709', '_derivationally_related_form', '10227266'), ('10227266', '_derivationally_related_form', '02100709'), ('02100709', '¬_also_see', '01646941')], '01646941')
([('00570590', '_also_see', '00186616'), ('00186616', '¬_also_see', '00190115'), ('00190115', '¬_also_see', '02102484')], '00190115')
([('00430191', '_also_see', '00781168'), ('00781168', '¬_also_see', '00430191'), ('00430191', '¬_also_see', '00533851')], '00533851')
([('01548193', '_also_see', '00360650'), ('00360650', '¬_also_see', '02513269'), ('02513269', '_also_see', '02036578')], '02036578')
([('01270175', '¬_derivationally_related_form', '05060189'), ('05060189', '_hypernym', '05058140'), ('05058140', '_derivationally_related_form', '00976508')], '00976508')
([('00508192', '¬_derivationally_related_form', '04714440'), ('04714440', 'NO_OP', '04714440'), ('04714440', '¬_derivationally_related_form', '00561036')], '00561036')
([('01533120', '¬_also_see', '01509527'), ('01509527', '_derivationally_related_form', '05036394'), ('05036394', 'NO_OP', '05036394')], '01509527')
([('01454636', '¬_also_see', '01918984'), ('01918984', '¬_also_see', '00174379'), ('00174379', 'NO_OP', '00174379')], '01918984')
([('00900616', 'NO_OP', '00900616'), ('00900616', '¬_also_see', '00655779'), ('00655779', '_derivationally_related_form', '05168261')], '00655779')
([('02383831', '¬_also_see', '00548781'), ('00548781', '_derivationally_related_form', '07090108'), ('07090108', '¬_derivationally_related_form', '00548781')], '00548781')
([('00063277', '_derivationally_related_form', '05648459'), ('05648459', 'NO_OP', '05648459'), ('05648459', '_derivationally_related_form', '01140514')], '01140514')
([('01275562', '¬_also_see', '02500884'), ('02500884', '¬_also_see', '01275562'), ('01275562', '_also_see', '00900616')], '02500884')
([('00835609', '¬_also_see', '01827535'), ('01827535', '¬_also_see', '02324397'), ('02324397', '_also_see', '01827535')], '01827535')
([('02368787', 'NO_OP', '02368787'), ('02368787', '¬_also_see', '02395115'), ('02395115', '¬_also_see', '02368787')], '02395115')
([('01894758', 'NO_OP', '01894758'), ('01894758', '¬_also_see', '02421158'), ('02421158', 'NO_OP', '02421158')], '02421158')
([('00005815', 'NO_OP', '00005815'), ('00005815', '_hypernym', '00006238'), ('00006238', '¬_hypernym', '00102303')], '00006238')
([('02064745', '¬_also_see', '00508192'), ('00508192', '¬_also_see', '02064745'), ('02064745', 'NO_OP', '02064745')], '00508192')
([('02399399', '¬_derivationally_related_form', '04997032'), ('04997032', '_hypernym', '04996823'), ('04996823', '_derivationally_related_form', '00133851')], '00133851')
([('00430191', '¬_also_see', '00533851'), ('00533851', 'NO_OP', '00533851'), ('00533851', '_derivationally_related_form', '04822223')], '00533851')
([('02037708', '_also_see', '02321009'), ('02321009', '_also_see', '00707366'), ('00707366', '¬_also_see', '02321009')], '00707366')
([('00853776', 'NO_OP', '00853776'), ('00853776', '¬_also_see', '01725712'), ('01725712', 'NO_OP', '01725712')], '01725712')
([('01781478', '¬_also_see', '01783158'), ('01783158', '¬_derivationally_related_form', '05946687'), ('05946687', '¬_hypernym', '06245084')], '01783158')
([('00428404', '¬_also_see', '00779374'), ('00779374', '_also_see', '00428404'), ('00428404', '_derivationally_related_form', '04820258')], '00779374')
([('00506299', 'NO_OP', '00506299'), ('00506299', '¬_also_see', '02374914'), ('02374914', '¬_also_see', '00506299')], '02374914')
